100 1268
1 2 6
1 13 5
1 14 5
1 18 1
1 29 7
1 30 8
1 33 8
1 36 10
1 44 9
1 46 5
1 55 1
1 56 6
1 63 2
1 64 6
1 66 9
1 68 8
1 70 8
1 71 4
1 76 8
1 86 10
1 88 4
1 91 10
1 92 8
1 94 2
1 95 8
1 96 5
1 97 8
1 100 7
2 3 6
2 5 7
2 6 10
2 7 2
2 15 8
2 17 6
2 24 8
2 27 8
2 35 4
2 37 4
2 46 10
2 48 2
2 54 3
2 57 1
2 62 5
2 63 5
2 65 3
2 67 5
2 68 4
2 71 7
2 74 1
2 80 6
2 83 1
2 86 8
2 88 10
2 91 8
2 93 2
3 21 5
3 22 10
3 27 6
3 29 5
3 31 8
3 32 3
3 38 1
3 49 5
3 51 10
3 59 4
3 60 10
3 66 7
3 69 9
3 76 8
3 79 7
3 80 7
3 82 10
3 83 10
3 84 4
3 86 7
3 87 1
3 90 2
3 94 1
4 5 6
4 8 6
4 12 2
4 20 7
4 25 2
4 29 3
4 30 9
4 31 1
4 38 7
4 41 10
4 51 1
4 64 4
4 79 10
4 80 7
4 83 9
4 84 4
4 87 9
4 88 4
4 90 4
4 91 9
4 99 6
5 6 4
5 7 7
5 9 8
5 21 2
5 25 7
5 26 2
5 27 9
5 28 5
5 32 3
5 36 6
5 41 10
5 42 7
5 44 2
5 48 4
5 56 9
5 77 4
5 79 6
5 82 5
5 83 10
5 89 10
5 96 6
5 98 10
5 99 1
6 8 5
6 16 7
6 17 9
6 19 3
6 26 1
6 27 6
6 30 5
6 32 3
6 42 5
6 45 2
6 46 7
6 47 4
6 50 6
6 52 4
6 57 1
6 58 9
6 62 3
6 70 6
6 74 1
6 77 3
6 80 8
6 87 3
6 92 6
7 10 4
7 19 2
7 25 3
7 26 1
7 32 1
7 45 5
7 55 4
7 61 8
7 66 2
7 67 1
7 68 5
7 71 1
7 72 2
7 73 5
7 74 4
7 76 10
7 81 4
7 89 4
7 93 8
7 94 4
7 98 5
7 100 2
8 15 9
8 16 7
8 17 5
8 21 2
8 25 10
8 27 3
8 29 4
8 39 9
8 44 3
8 49 1
8 50 3
8 53 1
8 54 3
8 55 4
8 59 6
8 63 9
8 70 9
8 72 4
8 78 6
8 80 8
8 81 9
8 83 4
8 86 6
8 92 1
8 94 2
9 30 1
9 33 6
9 34 5
9 41 7
9 43 6
9 54 10
9 55 10
9 58 2
9 60 2
9 65 1
9 67 2
9 71 3
9 72 5
9 75 3
9 77 8
9 85 5
9 89 6
9 92 6
9 95 6
9 96 2
9 98 9
10 12 2
10 14 8
10 19 10
10 23 9
10 26 2
10 28 3
10 32 6
10 37 7
10 38 7
10 43 1
10 45 7
10 46 1
10 47 7
10 52 10
10 58 3
10 65 5
10 70 6
10 71 1
10 77 6
10 82 6
10 90 9
10 92 6
10 93 5
11 21 10
11 25 5
11 29 7
11 37 1
11 39 1
11 42 10
11 44 7
11 49 4
11 74 5
11 76 8
11 78 6
11 79 10
11 83 4
11 97 9
11 98 4
12 20 9
12 26 8
12 35 9
12 37 1
12 40 10
12 59 4
12 61 1
12 62 5
12 66 4
12 71 2
12 74 4
12 79 9
12 80 2
12 81 2
12 83 4
12 84 5
12 85 3
12 86 7
12 87 1
12 91 6
12 92 1
12 94 8
12 100 7
13 15 4
13 16 9
13 21 2
13 22 10
13 23 5
13 26 7
13 27 3
13 28 6
13 36 7
13 37 9
13 48 6
13 51 2
13 52 6
13 56 6
13 57 6
13 68 6
13 73 5
13 75 10
13 77 1
13 82 10
13 84 10
13 87 1
13 99 8
14 23 9
14 25 10
14 27 7
14 34 9
14 35 9
14 36 4
14 39 2
14 45 5
14 46 4
14 47 4
14 48 3
14 49 2
14 50 2
14 57 7
14 64 1
14 67 9
14 69 6
14 72 2
14 74 9
14 75 5
14 79 5
14 80 3
14 86 9
14 87 3
14 95 9
14 96 1
15 23 8
15 29 5
15 33 5
15 37 7
15 43 2
15 44 10
15 59 1
15 67 10
15 78 10
15 79 1
15 82 10
15 87 5
15 93 2
15 96 3
16 20 5
16 21 8
16 26 1
16 29 1
16 31 6
16 34 9
16 37 2
16 45 7
16 48 10
16 52 1
16 54 6
16 55 2
16 65 3
16 68 3
16 71 1
16 75 2
16 76 9
16 77 4
16 81 7
16 82 2
16 85 3
16 89 4
16 95 4
16 100 10
17 23 8
17 24 2
17 27 9
17 29 2
17 31 4
17 36 2
17 39 8
17 43 7
17 48 1
17 52 10
17 53 6
17 55 1
17 56 4
17 57 3
17 59 9
17 62 10
17 64 4
17 70 3
17 72 8
17 75 3
17 82 4
17 83 3
17 84 4
17 87 1
17 97 8
17 99 7
17 100 9
18 19 1
18 30 2
18 33 7
18 35 7
18 51 8
18 53 8
18 54 6
18 57 1
18 60 7
18 65 5
18 67 1
18 71 5
18 75 5
18 76 3
18 80 9
18 81 5
18 82 10
18 86 9
18 87 4
18 90 5
18 91 6
18 92 5
18 95 7
18 99 7
19 23 3
19 24 1
19 27 3
19 28 3
19 31 6
19 35 7
19 37 5
19 40 6
19 42 10
19 44 3
19 45 9
19 47 4
19 48 5
19 57 7
19 62 5
19 71 2
19 73 1
19 74 4
19 78 5
19 83 9
19 86 2
19 87 2
19 88 4
20 21 2
20 27 4
20 33 6
20 35 3
20 39 1
20 41 1
20 43 1
20 49 6
20 55 2
20 56 8
20 57 3
20 61 1
20 62 8
20 65 1
20 73 3
20 74 10
20 77 1
20 78 9
20 81 2
20 83 2
20 84 10
20 87 5
20 95 4
21 32 8
21 33 4
21 35 6
21 36 4
21 37 2
21 41 6
