860 36983
1 14 24
1 29 10
1 30 38
1 33 16
1 44 1
1 46 38
1 55 15
1 63 37
1 66 6
1 68 14
1 70 40
1 86 22
1 88 16
1 92 30
1 95 46
1 96 14
1 100 35
1 101 24
1 103 21
1 104 30
1 113 2
1 122 45
1 125 29
1 144 1
1 155 24
1 165 45
1 184 34
1 186 20
1 216 6
1 217 30
1 224 43
1 227 17
1 233 27
1 254 17
1 261 10
1 274 22
1 278 5
1 289 13
1 311 27
1 321 14
1 329 21
1 332 41
1 375 1
1 430 11
1 434 27
1 475 6
1 482 9
1 488 26
1 496 40
1 497 42
1 507 10
1 537 26
1 542 34
1 550 6
1 554 43
1 560 17
1 567 42
1 572 10
1 583 8
1 598 2
1 628 2
1 634 14
1 644 13
1 647 37
1 654 18
1 667 23
1 673 21
1 682 9
1 692 20
1 694 4
1 704 46
1 714 43
1 719 42
1 720 9
1 743 32
1 751 45
1 759 22
1 789 42
1 797 31
1 799 37
1 848 21
2 25 8
2 78 42
2 98 29
2 106 29
2 116 8
2 126 34
2 151 25
2 156 39
2 185 4
2 200 15
2 202 17
2 205 43
2 248 42
2 249 40
2 251 21
2 257 39
2 265 15
2 275 2
2 280 38
2 300 23
2 320 17
2 327 4
2 361 17
2 385 35
2 386 1
2 388 16
2 395 3
2 402 33
2 413 26
2 417 34
2 418 44
2 433 29
2 446 43
2 452 46
2 466 35
2 482 15
2 502 2
2 510 3
2 528 9
2 544 29
2 555 13
2 559 25
2 575 14
2 578 30
2 582 12
2 583 16
2 584 21
2 588 19
2 589 43
2 592 21
2 613 24
2 614 31
2 629 23
2 642 3
2 643 9
2 646 44
2 647 44
2 654 28
2 665 34
2 689 24
2 705 12
2 723 45
2 725 1
2 726 16
2 732 45
2 739 16
2 743 7
2 748 37
2 754 2
2 763 13
2 767 7
2 771 17
2 777 5
2 784 10
2 795 39
2 797 44
2 800 32
2 824 30
2 827 20
2 840 31
2 854 33
3 15 41
3 31 8
3 49 18
3 53 24
3 54 35
3 57 30
3 59 42
3 63 41
3 92 29
3 149 37
3 180 25
3 182 34
3 199 39
3 215 36
3 226 39
3 229 12
3 238 40
3 240 24
3 246 30
3 250 11
3 268 4
3 292 7
3 295 27
3 302 38
3 321 44
3 327 40
3 328 42
3 345 9
3 381 34
3 394 45
3 408 8
3 438 31
3 440 40
3 482 9
3 491 8
3 493 41
3 495 35
3 496 37
3 504 17
3 533 32
3 546 41
3 565 27
3 571 37
3 572 11
3 596 33
3 598 40
3 612 29
3 619 32
3 624 36
3 628 11
3 652 13
3 653 6
3 682 9
3 686 32
