860 214644
1 2 24
1 3 10
1 5 38
1 7 16
1 9 1
1 10 38
1 12 15
1 13 37
1 14 6
1 15 14
1 17 40
1 18 22
1 19 16
1 21 30
1 24 46
1 26 14
1 27 35
1 28 24
1 29 21
1 30 30
1 31 2
1 32 45
1 33 29
1 36 1
1 38 24
1 44 45
1 46 34
1 51 20
1 52 6
1 55 30
1 56 43
1 57 17
1 59 27
1 60 17
1 63 10
1 64 22
1 65 5
1 66 13
1 68 27
1 69 14
1 70 21
1 71 41
1 74 1
1 75 11
1 76 27
1 78 6
1 79 9
1 83 26
1 85 40
1 86 42
1 88 10
1 89 26
1 91 34
1 92 6
1 94 43
1 95 17
1 96 42
1 97 10
1 98 8
1 100 2
1 101 2
1 102 14
1 103 13
1 104 37
1 105 18
1 106 23
1 108 21
1 109 9
1 112 20
1 113 4
1 115 46
1 119 43
1 122 42
1 123 9
1 124 32
1 125 45
1 126 22
1 127 42
1 128 31
1 129 37
1 130 21
1 131 8
1 133 42
1 135 29
1 136 29
1 140 8
1 141 34
1 144 25
1 145 39
1 146 4
1 147 15
1 150 17
1 151 43
1 152 42
1 155 40
1 156 21
1 157 39
1 159 15
1 160 2
1 161 38
1 163 23
1 164 17
1 165 4
1 166 17
1 167 35
1 168 1
1 169 16
1 172 3
1 173 33
1 174 26
1 176 34
1 178 44
1 180 29
1 181 43
1 182 46
1 184 35
1 185 15
1 186 2
1 188 3
1 189 9
1 191 29
1 198 13
1 200 25
1 205 14
1 206 30
1 207 12
1 209 16
1 214 21
1 216 19
1 217 43
1 218 21
1 222 24
1 224 31
1 225 23
1 226 3
1 227 9
1 229 44
1 230 44
1 233 28
1 241 34
1 242 24
1 244 12
1 245 45
1 246 1
1 248 16
1 249 45
1 250 16
1 254 7
1 255 37
1 258 2
1 260 13
1 261 7
1 263 17
1 264 5
1 270 10
1 271 39
1 274 44
1 275 32
1 276 30
1 277 20
1 278 31
1 279 33
1 281 41
1 282 8
1 283 18
1 285 24
1 287 35
1 288 30
1 289 42
1 291 41
1 293 29
1 294 37
1 296 25
1 298 34
1 299 39
1 301 36
1 302 39
1 303 12
1 304 40
1 307 24
1 311 30
1 313 11
1 316 4
1 318 7
1 320 27
1 321 38
1 322 44
1 323 40
1 324 42
1 326 9
1 329 34
1 331 45
1 332 8
1 336 31
1 338 40
1 339 9
1 341 8
1 342 41
1 343 35
1 345 37
1 348 17
1 349 32
1 351 41
1 353 27
1 354 37
1 355 11
1 359 33
1 361 40
1 362 29
1 363 32
1 366 36
1 370 11
1 371 13
1 374 6
1 375 9
1 377 32
1 378 39
1 379 29
1 380 10
1 381 24
1 382 46
1 383 32
1 385 12
1 390 13
1 391 35
1 392 6
1 393 15
1 394 7
1 395 34
1 398 45
1 399 4
1 400 21
1 402 31
1 404 2
1 407 13
1 408 27
1 410 23
1 411 1
1 412 33
1 413 32
1 414 24
1 415 45
1 417 44
1 418 7
1 419 18
1 420 22
1 422 38
1 424 12
1 425 31
1 427 45
1 428 33
1 429 42
1 430 45
1 432 6
1 434 27
1 439 22
1 441 10
1 442 19
1 444 31
1 449 5
1 451 15
1 453 1
1 454 9
1 455 29
1 457 10
1 460 38
1 463 24
1 465 10
1 467 6
1 468 30
1 469 2
1 471 40
1 472 15
1 475 3
1 476 35
1 477 12
1 480 6
1 481 11
1 482 40
1 484 1
1 485 20
1 486 30
1 487 27
1 488 36
1 490 28
1 491 10
1 492 41
1 496 37
1 497 46
1 498 35
1 499 1
1 502 33
1 504 15
1 505 23
1 506 29
1 507 27
1 508 37
1 510 28
1 511 7
1 512 27
1 513 33
1 516 5
1 517 4
1 520 8
1 521 20
1 522 5
1 524 14
1 525 17
1 526 15
1 527 24
1 530 12
1 532 18
1 536 32
1 537 18
1 538 4
1 541 17
1 542 44
1 544 41
1 545 3
1 547 33
1 549 11
1 550 43
1 551 15
1 552 20
1 554 19
1 557 18
1 560 40
1 563 35
1 564 41
1 565 41
1 567 10
1 572 22
1 573 2
1 577 26
1 580 25
1 582 21
1 583 22
1 588 40
1 592 46
1 593 18
1 594 30
1 596 30
1 597 32
1 598 40
1 599 23
1 600 28
1 602 11
1 604 25
1 605 17
1 608 44
1 609 19
1 610 44
1 611 46
1 613 40
1 614 45
1 618 16
1 620 23
1 621 13
1 625 43
1 628 34
1 630 5
1 633 31
1 634 28
1 637 42
1 639 29
1 640 27
1 641 42
1 644 46
1 645 26
1 646 29
1 647 3
1 648 20
1 649 25
1 650 43
1 654 23
1 655 28
1 656 36
1 661 22
1 662 7
1 663 13
1 665 25
1 666 30
1 667 27
1 670 29
1 671 19
1 673 30
1 674 38
1 680 14
1 681 39
1 682 13
1 683 13
1 684 41
1 686 30
1 688 40
1 689 23
1 690 28
1 691 20
1 692 41
1 693 35
1 694 25
1 695 36
1 696 39
1 698 41
1 701 30
1 702 22
1 703 27
1 704 1
1 709 34
1 710 11
1 713 31
1 714 6
1 715 25
1 718 38
1 719 46
1 720 18
1 722 9
1 724 46
1 726 26
1 727 30
1 728 16
1 729 18
1 731 12
1 734 32
1 735 23
1 736 28
1 737 10
1 738 3
1 739 32
1 741 12
1 743 18
1 744 44
1 745 1
1 746 44
1 747 4
1 748 26
1 751 40
1 752 4
1 754 9
1 755 26
1 757 15
1 758 23
1 759 42
1 760 21
1 762 33
1 765 27
1 766 34
1 771 21
1 774 1
1 777 33
1 779 23
1 786 25
1 789 41
1 790 10
1 796 44
1 797 25
1 799 17
1 810 6
1 811 23
1 813 32
1 814 14
1 816 15
1 819 40
1 821 17
1 822 35
1 823 25
1 824 30
1 825 46
1 827 33
1 828 11
1 831 2
1 832 4
1 833 12
1 834 28
1 836 15
1 841 14
1 842 43
1 845 35
1 847 40
1 848 2
1 849 24
1 850 12
1 851 21
1 852 5
1 853 40
1 854 23
1 857 16
1 858 28
1 860 8
2 3 13
2 5 36
2 6 11
2 7 3
2 9 39
2 11 42
2 12 9
2 14 24
2 16 28
2 17 8
2 20 44
2 25 5
2 26 16
2 27 22
2 31 4
2 33 23
2 34 25
2 35 5
2 36 25
2 40 35
2 43 44
2 44 15
2 45 19
2 46 4
2 49 19
2 50 15
2 53 18
2 54 16
2 55 13
2 57 12
2 58 46
2 59 46
2 60 31
2 61 4
2 64 11
2 65 40
2 66 39
2 69 15
2 70 30
2 72 1
2 75 30
2 76 3
2 78 36
2 79 18
2 80 6
2 81 13
2 82 20
2 84 20
2 85 17
2 86 30
2 88 13
2 94 21
2 95 10
2 98 15
2 100 19
2 101 6
2 102 7
2 103 27
2 104 14
2 106 4
2 108 34
2 109 13
2 110 37
2 111 38
2 112 45
2 114 36
2 116 35
2 118 33
2 119 44
2 121 20
2 123 32
2 126 24
2 130 38
2 131 46
2 133 16
2 135 21
2 136 15
2 137 31
2 138 42
2 139 29
2 140 40
2 141 37
2 142 35
2 147 5
2 148 15
2 149 25
2 151 13
2 153 5
2 155 39
2 156 4
2 157 7
2 159 34
2 160 10
2 162 23
2 164 8
2 165 26
2 166 42
2 170 27
2 174 26
2 175 32
2 179 36
2 184 2
2 185 8
2 187 4
2 189 2
2 190 15
2 191 28
2 196 33
2 197 6
2 200 13
2 201 13
2 202 10
2 205 10
2 208 33
2 210 2
2 213 23
2 214 3
2 215 24
2 217 26
2 220 18
2 224 13
2 225 29
2 226 38
2 227 15
2 229 19
2 230 12
2 231 24
2 234 26
2 236 8
2 239 24
2 240 8
2 243 30
2 244 18
2 245 32
2 246 15
2 248 33
2 249 25
2 250 20
2 251 34
2 252 35
2 253 41
2 254 8
2 255 13
2 256 44
2 257 39
2 259 4
2 261 24
2 265 24
2 267 44
2 268 7
2 269 17
2 272 11
2 273 45
2 274 30
2 275 8
2 278 23
2 279 32
2 280 37
2 286 9
2 287 13
2 288 16
2 289 41
