1620 131550
1 14 44
1 29 4
1 30 54
1 33 17
1 44 31
1 46 44
1 55 5
1 63 37
1 66 20
1 68 47
1 70 61
1 86 71
1 88 16
1 92 27
1 95 10
1 96 48
1 100 26
1 101 74
1 103 5
1 104 45
1 113 44
1 122 5
1 125 8
1 144 74
1 155 24
1 165 71
1 184 9
1 186 2
1 216 13
1 217 56
1 224 43
1 227 18
1 233 34
1 254 4
1 261 49
1 274 15
1 278 70
1 289 37
1 311 37
1 321 21
1 329 32
1 332 68
1 375 46
1 430 13
1 434 71
1 475 11
1 482 52
1 488 73
1 496 21
1 497 52
1 507 82
1 537 8
1 542 5
1 550 41
1 554 8
1 560 11
1 567 62
1 572 17
1 583 82
1 598 31
1 628 21
1 634 50
1 644 62
1 647 42
1 654 60
1 667 65
1 673 79
1 682 57
1 692 39
1 694 45
1 704 55
1 714 16
1 719 41
1 720 60
1 743 49
1 751 5
1 759 35
1 789 24
1 797 57
1 799 11
1 848 59
1 883 39
1 936 56
1 956 48
1 964 46
1 974 5
1 984 36
1 1009 51
1 1014 82
1 1043 56
1 1058 79
1 1060 59
1 1063 53
1 1106 21
1 1107 46
1 1109 46
1 1115 58
1 1123 37
1 1133 15
1 1138 54
1 1158 33
1 1178 45
1 1185 44
1 1219 2
1 1243 18
1 1244 50
1 1246 75
1 1253 44
1 1260 28
1 1271 69
1 1275 25
1 1276 60
1 1291 49
1 1304 60
1 1310 67
1 1324 65
1 1340 55
1 1360 66
1 1368 49
1 1386 26
1 1402 78
1 1413 19
1 1417 24
1 1433 6
1 1436 4
1 1440 80
1 1441 12
1 1442 52
1 1446 7
1 1447 29
1 1450 47
1 1471 77
1 1472 48
1 1487 77
1 1500 38
1 1501 33
1 1504 45
1 1505 61
1 1512 71
1 1523 75
1 1547 77
1 1563 40
1 1581 66
1 1583 19
1 1584 67
1 1590 60
1 1597 69
1 1601 4
1 1606 14
1 1612 37
2 3 53
2 7 76
2 11 25
2 17 30
2 24 32
2 35 39
2 37 21
2 40 81
2 64 72
2 67 63
2 80 71
2 94 50
2 112 67
2 128 28
2 146 17
2 150 74
2 151 24
2 154 39
2 156 24
2 160 75
2 189 78
2 246 41
2 277 69
2 279 33
2 296 70
2 312 77
2 323 15
2 326 70
2 335 44
2 337 78
2 343 34
2 347 5
2 365 64
2 389 72
2 392 46
2 399 10
2 418 47
2 424 78
2 425 59
2 442 53
2 478 65
2 491 29
2 505 58
2 535 46
2 537 28
2 579 9
2 588 80
2 590 78
2 592 41
2 593 73
2 601 20
2 630 72
2 643 19
2 662 60
2 668 46
2 669 15
2 693 81
2 695 48
2 709 6
2 716 69
2 721 48
2 725 18
2 749 82
2 750 60
2 779 38
2 783 33
2 785 26
2 786 49
2 796 53
2 798 53
2 808 18
2 812 19
2 844 48
2 850 34
2 855 45
2 861 63
2 880 33
2 889 21
2 891 14
2 911 4
2 917 60
2 922 41
2 924 9
2 930 81
2 932 79
2 936 60
2 941 3
2 965 69
2 966 35
2 974 8
2 992 35
2 1012 29
2 1016 13
2 1024 52
2 1040 35
2 1078 8
2 1083 18
2 1090 79
2 1094 19
2 1114 39
2 1115 23
2 1119 52
2 1122 39
2 1124 10
2 1133 5
2 1137 14
2 1145 45
2 1148 30
2 1150 12
2 1152 54
2 1171 80
2 1188 21
2 1193 68
2 1203 52
2 1207 78
2 1217 49
2 1230 40
2 1241 60
2 1265 15
2 1269 50
2 1272 82
2 1274 75
2 1289 56
2 1305 61
2 1306 48
2 1318 64
2 1320 79
2 1329 33
2 1335 81
2 1340 33
2 1359 50
2 1365 37
2 1375 12
2 1376 45
2 1386 76
2 1394 17
2 1398 25
2 1403 16
2 1406 53
2 1411 40
2 1415 59
2 1416 78
2 1419 15
2 1431 35
2 1433 58
2 1436 72
2 1442 66
2 1461 41
2 1482 35
2 1490 2
2 1520 36
2 1523 69
2 1543 75
2 1544 7
2 1550 64
2 1554 15
2 1577 14
2 1584 39
2 1592 13
2 1603 37
2 1611 66
2 1614 65
2 1618 7
3 10 43
3 15 47
3 26 65
3 37 51
3 59 39
3 61 8
3 73 61
3 94 34
3 96 18
3 97 31
3 106 66
3 116 37
3 121 63
3 143 70
3 156 28
3 166 14
3 171 38
3 180 11
3 191 1
3 203 68
3 212 69
3 215 66
3 216 32
3 219 44
3 228 41
3 241 77
3 244 27
3 252 58
3 256 11
3 265 31
3 276 40
3 293 75
3 298 36
3 299 49
3 323 41
3 330 9
3 333 71
3 335 34
3 338 71
