100 486
1 14 41
1 29 33
1 30 33
1 33 1
1 44 55
1 46 59
1 55 60
1 63 39
1 66 2
1 68 46
1 70 12
1 86 45
1 88 63
1 92 63
1 95 27
1 96 57
1 100 25
2 3 58
2 5 16
2 6 59
2 15 39
2 24 63
2 27 55
2 46 47
2 57 55
2 67 11
2 86 57
2 88 47
3 21 58
3 22 59
3 29 30
3 32 28
3 38 14
3 59 24
3 66 6
3 79 34
3 83 37
3 94 21
4 20 36
4 30 29
4 38 50
4 41 6
4 84 41
5 44 1
5 48 60
5 89 62
5 96 14
6 8 35
6 16 46
6 17 39
6 27 63
6 57 23
6 62 6
6 70 33
6 74 30
6 80 55
6 87 64
6 92 50
7 10 56
7 25 25
7 55 56
7 61 1
7 71 14
7 74 1
7 81 41
7 94 45
7 100 10
8 17 54
8 27 10
8 29 22
8 39 7
8 49 50
8 54 4
8 55 28
8 78 54
8 86 31
8 94 31
9 33 32
9 41 48
9 43 31
9 92 50
10 37 64
10 90 15
11 21 52
11 29 9
11 39 36
11 49 22
11 74 44
11 79 49
12 20 9
12 35 28
12 37 26
12 40 44
12 83 36
12 84 48
12 86 2
12 92 35
12 100 51
13 23 22
13 28 2
13 48 41
13 68 33
13 75 18
14 23 37
14 47 12
14 48 55
14 50 27
14 57 46
14 64 32
14 75 5
14 79 17
14 80 47
14 95 6
15 23 22
15 29 63
15 43 21
15 59 41
15 79 31
15 87 10
16 21 21
16 37 2
16 48 1
16 52 36
16 68 27
16 71 62
16 75 16
16 76 5
16 77 37
16 81 4
16 82 14
16 85 40
17 23 26
17 24 27
17 39 25
17 52 63
17 53 30
17 56 36
17 57 11
17 64 49
17 75 36
17 99 16
18 33 17
18 51 32
18 53 17
18 54 8
18 60 21
18 67 6
18 71 24
18 76 26
18 82 44
18 91 26
18 95 43
18 99 61
19 24 28
19 31 47
19 42 1
19 44 12
19 47 7
19 71 48
19 74 39
19 87 51
20 21 41
20 39 14
20 55 11
20 73 5
20 77 16
20 78 22
20 81 40
20 83 17
20 87 59
21 37 40
21 94 42
22 47 48
22 49 41
22 66 14
22 82 12
22 93 57
22 96 13
23 28 17
23 30 46
23 36 55
23 40 53
23 58 6
23 82 55
23 85 2
23 92 53
24 35 21
24 41 36
24 42 48
24 59 8
24 95 44
25 33 47
25 47 41
25 77 39
25 79 35
26 47 51
26 56 3
26 58 3
26 60 55
26 61 32
26 69 33
26 98 60
27 38 45
27 57 32
27 63 25
27 64 62
27 88 3
27 90 32
28 32 6
28 39 36
28 44 32
