480 85193
1 2 21
1 3 5
1 5 44
1 6 44
1 7 5
1 8 36
1 9 45
1 10 16
1 11 37
1 12 44
1 13 41
1 14 18
1 15 15
1 16 1
1 17 22
1 18 36
1 19 35
1 21 41
1 24 10
1 26 45
1 27 43
1 28 13
1 29 24
1 30 37
1 31 10
1 32 21
1 33 20
1 36 10
1 38 27
1 40 39
1 41 4
1 42 38
1 43 35
1 44 18
1 46 46
1 50 7
1 51 46
1 52 23
1 53 41
1 55 34
1 56 37
1 57 36
1 58 8
1 59 8
1 60 18
1 61 38
1 63 15
1 64 42
1 65 21
1 66 26
1 68 32
1 69 46
1 70 23
1 71 26
1 72 6
1 74 4
1 75 27
1 76 12
1 78 20
1 79 3
1 82 43
1 83 21
1 85 16
1 86 43
1 87 21
1 88 18
1 89 27
1 90 24
1 91 16
1 92 25
1 94 2
1 95 14
1 96 19
1 97 41
1 98 40
1 100 11
1 101 16
1 102 28
1 103 7
1 104 27
1 105 38
1 106 1
1 108 11
1 109 25
1 111 13
1 112 8
1 113 21
1 114 26
1 115 3
1 116 32
1 119 44
1 120 32
1 122 40
1 123 22
1 124 36
1 125 38
1 126 13
1 127 9
1 128 43
1 129 36
1 130 34
1 131 29
1 133 33
1 134 36
1 135 4
1 136 40
1 140 34
1 141 41
1 144 38
1 145 14
1 146 35
1 147 25
1 149 24
1 150 8
1 151 45
1 152 23
1 153 23
1 154 20
1 155 12
1 156 40
1 157 21
1 159 12
1 160 39
1 161 6
1 163 31
1 164 19
1 165 46
1 166 46
1 167 21
1 168 29
1 169 17
1 172 23
1 173 32
1 174 14
1 176 37
1 178 8
1 180 35
1 181 12
1 182 36
1 184 20
1 185 24
1 186 25
1 188 26
1 189 1
1 190 4
1 191 3
1 198 37
1 199 32
1 200 22
1 202 41
1 205 31
1 206 8
1 207 20
1 209 37
1 214 9
1 216 34
1 217 37
1 218 45
1 220 44
1 221 17
1 222 9
1 224 21
1 225 43
1 226 21
1 227 25
1 229 2
1 230 41
1 232 13
1 233 45
1 234 21
1 236 6
1 237 26
1 241 11
1 242 16
1 243 39
1 244 42
1 245 36
1 246 7
1 248 33
1 249 31
1 250 45
1 251 17
1 254 24
1 255 20
1 256 45
1 258 40
1 260 31
1 261 10
1 263 12
1 264 32
1 266 28
1 269 31
1 270 11
1 271 26
1 272 24
1 274 29
1 275 37
1 276 10
1 277 23
1 278 6
1 279 44
1 281 9
1 282 4
1 283 13
1 285 20
1 286 40
1 287 30
1 288 26
1 289 6
1 291 36
1 293 36
1 294 40
1 296 35
1 297 19
1 298 2
1 299 36
1 300 5
1 301 34
1 302 13
1 303 8
1 304 15
1 305 44
1 307 6
1 309 25
1 310 24
1 311 7
1 313 35
1 315 37
1 316 13
1 318 19
1 320 15
1 321 38
1 322 15
1 323 8
1 324 5
1 326 30
1 329 43
1 331 16
1 332 15
1 336 19
1 338 36
1 339 10
1 341 39
1 342 46
1 343 40
1 344 35
1 345 1
1 348 14
1 349 35
1 351 32
1 353 18
1 354 12
1 355 15
1 359 37
1 360 46
1 361 11
1 362 1
1 363 9
1 365 25
1 366 45
1 370 15
1 371 25
1 374 19
1 375 17
1 376 2
1 377 42
1 378 6
1 379 41
1 380 31
1 381 42
1 382 42
1 383 8
1 385 12
1 390 41
1 391 41
1 392 44
1 393 13
1 394 40
1 395 45
1 397 43
1 398 10
1 399 4
1 400 10
1 402 7
1 403 34
1 404 34
1 405 43
1 406 35
1 407 13
1 408 6
1 410 39
1 411 15
1 412 34
1 413 22
1 414 3
1 415 11
1 416 13
1 417 35
1 418 1
1 419 33
1 420 43
1 421 34
1 422 34
1 423 40
1 424 42
1 425 13
1 426 29
1 427 10
1 428 5
1 429 4
1 430 39
1 432 7
1 434 33
1 437 39
1 438 42
1 439 3
1 440 39
1 441 35
1 442 32
1 444 11
1 445 19
1 448 8
1 449 14
1 451 13
1 453 13
1 454 11
1 455 7
1 456 38
1 457 26
1 459 18
1 460 8
1 461 1
1 463 40
1 465 8
1 467 14
1 468 11
1 469 36
1 471 46
1 472 22
1 473 20
1 474 19
1 475 1
1 476 22
1 477 37
1 480 41
2 3 35
2 4 44
2 6 40
2 7 45
2 8 35
2 9 31
2 10 19
2 12 3
2 13 20
2 14 38
2 15 32
2 17 27
2 18 26
2 19 3
2 20 45
2 21 38
2 23 25
2 24 44
2 25 35
2 26 19
2 27 46
2 28 46
2 29 29
2 30 28
2 32 4
2 33 19
2 34 42
2 35 42
2 38 25
2 39 1
2 40 44
2 41 22
2 42 24
2 43 35
2 44 4
2 46 25
2 47 7
2 48 29
2 49 9
2 50 16
2 52 11
2 54 43
2 58 36
2 59 42
2 60 22
2 63 41
2 64 17
2 65 25
2 66 17
2 67 34
2 68 20
2 69 36
2 71 34
2 72 5
2 73 22
2 74 28
2 75 24
2 76 20
2 78 6
2 79 33
2 80 42
2 82 32
2 85 33
2 86 36
2 87 15
2 89 12
2 91 29
2 93 41
2 94 17
2 95 19
2 98 5
2 99 13
2 101 23
2 102 27
2 104 40
2 105 40
2 107 10
2 108 26
2 110 40
2 112 44
2 113 3
2 114 45
2 115 1
2 116 35
2 118 3
2 119 30
2 120 34
2 121 25
2 122 1
2 124 33
2 125 40
2 126 5
2 127 31
2 130 22
2 131 34
2 132 17
2 133 5
2 135 39
2 136 28
2 140 45
2 142 16
2 143 40
2 147 28
2 148 18
2 150 24
2 152 21
2 154 27
2 155 7
2 156 13
2 159 31
2 160 38
2 161 19
2 162 38
2 163 18
2 164 46
2 166 2
2 167 36
2 168 25
2 169 5
2 170 13
2 171 35
2 172 19
2 176 33
2 177 41
2 178 26
2 181 15
2 182 21
2 183 11
2 184 6
2 185 6
2 187 45
2 188 16
2 189 6
2 190 24
2 192 37
2 193 33
2 195 32
2 196 40
2 202 25
2 203 8
2 204 15
2 205 30
2 206 23
2 207 2
2 208 34
2 210 17
2 211 40
2 212 5
2 213 18
2 214 5
2 215 26
2 216 3
2 217 29
2 218 18
2 219 2
2 220 3
2 221 12
2 223 26
2 224 17
2 225 39
2 226 31
2 229 37
2 231 30
2 232 19
2 235 7
2 236 2
2 237 45
2 239 7
2 240 6
2 241 43
2 242 28
2 243 36
2 244 42
2 246 15
2 247 41
2 248 46
2 249 45
2 250 15
2 251 43
2 252 39
2 253 6
2 256 19
2 257 9
2 258 27
2 259 3
2 260 27
2 261 43
2 263 32
2 265 24
2 266 31
2 267 45
2 268 23
2 269 45
2 270 21
2 273 14
2 274 29
2 276 45
2 277 28
2 278 31
2 279 9
2 280 21
2 281 40
2 282 32
2 283 38
2 284 45
2 285 16
2 287 18
2 288 18
2 290 6
2 291 8
2 293 5
2 296 39
2 298 23
2 299 24
2 301 32
2 307 37
2 308 27
2 309 9
2 311 6
2 312 36
2 313 12
2 315 8
2 316 45
2 317 7
2 318 37
2 319 21
2 321 28
2 322 8
2 323 2
2 325 33
2 326 24
2 327 8
2 330 19
2 332 9
2 333 23
2 335 40
2 336 5
2 338 33
2 341 41
2 343 9
2 344 4
2 345 43
2 346 11
2 347 10
2 349 38
2 350 19
2 352 42
2 353 43
2 354 23
2 355 15
2 356 44
2 357 17
2 358 5
2 360 6
2 361 33
2 362 27
2 363 7
2 364 31
2 365 5
2 367 36
2 368 30
2 369 2
2 370 38
2 371 27
2 372 18
2 373 27
2 374 42
2 375 17
2 376 23
2 379 33
2 380 11
2 381 41
2 382 12
2 383 45
2 385 1
2 386 46
2 387 10
2 388 39
2 389 36
2 391 10
2 392 14
2 394 11
2 395 23
2 396 3
2 397 16
2 398 38
2 400 15
2 404 45
2 405 17
2 406 41
2 407 10
2 411 12
2 413 1
2 414 22
2 415 36
2 416 45
2 418 36
2 419 32
2 420 44
2 423 44
2 424 33
2 425 7
2 426 8
2 429 6
2 430 10
2 432 25
2 433 23
2 434 33
2 435 28
2 437 30
2 438 38
2 439 41
2 440 41
2 441 16
2 442 36
2 443 34
2 444 32
2 445 27
2 446 21
2 448 31
2 449 35
2 450 24
2 451 26
2 452 14
2 455 43
2 456 30
2 458 35
2 459 9
2 460 29
2 461 35
2 462 13
2 464 13
2 465 32
2 466 7
2 468 11
2 472 13
2 473 34
2 474 8
2 475 10
2 477 25
2 478 44
2 480 22
3 4 34
3 5 1
3 6 19
3 7 11
3 8 44
3 9 22
3 10 2
3 11 2
3 12 22
3 13 44
3 14 14
3 15 1
3 17 37
3 19 32
3 20 41
3 21 43
3 22 46
3 24 15
3 25 37
3 26 37
3 27 4
3 29 42
3 31 13
3 32 34
3 33 25
3 34 10
3 35 42
3 36 36
3 37 43
3 38 15
3 39 27
3 40 2
3 41 37
3 42 42
3 43 35
3 44 13
3 45 39
3 50 4
3 51 11
3 52 44
3 53 18
3 54 13
3 55 22
3 56 37
3 57 34
3 58 25
3 59 33
3 60 38
3 62 34
3 63 6
3 65 14
3 67 33
3 68 17
3 69 3
3 71 4
3 72 13
3 73 30
3 74 10
3 76 35
3 77 40
3 78 14
3 79 2
3 81 36
3 82 25
3 85 33
3 86 7
3 87 40
3 88 5
3 90 17
3 91 16
3 92 15
3 93 25
3 94 37
3 95 40
3 96 5
3 99 44
3 100 2
3 103 27
3 104 31
3 105 23
3 106 34
3 108 40
3 109 42
3 111 33
3 113 26
3 116 11
3 117 31
3 118 39
3 120 4
3 121 39
3 122 43
3 123 21
3 124 40
3 125 42
3 127 29
3 128 2
3 129 42
3 130 18
3 132 45
3 133 27
3 134 7
3 135 18
3 137 36
3 139 43
3 140 7
3 141 37
3 142 29
3 143 41
3 144 35
3 146 7
3 147 4
3 148 16
3 149 19
3 151 1
3 152 4
3 153 41
3 154 12
3 155 38
3 156 28
3 157 17
3 158 9
3 159 40
3 160 34
3 161 46
3 162 45
3 164 15
3 167 37
3 168 36
3 170 14
3 171 37
3 172 9
3 175 14
3 176 39
3 177 17
3 178 1
3 179 14
3 180 26
3 181 5
3 182 43
3 183 24
3 184 34
3 189 8
3 190 19
3 191 42
3 192 11
3 193 15
3 194 10
3 195 13
3 196 19
3 197 7
3 199 39
3 200 36
3 201 43
3 203 13
3 204 23
3 205 35
3 206 43
3 207 11
3 208 46
3 210 44
3 211 35
3 212 39
3 215 5
3 216 10
3 217 31
3 220 21
3 223 9
3 226 37
3 227 39
3 228 40
3 230 37
3 232 9
3 233 38
3 235 20
3 236 32
3 237 23
3 239 34
3 241 37
3 242 11
3 243 8
3 244 44
3 246 33
3 247 37
3 249 43
3 250 15
3 253 34
3 254 17
3 255 7
3 257 2
3 258 1
3 259 44
3 260 10
3 261 44
3 263 27
3 264 17
3 265 44
3 266 2
3 268 3
3 269 32
3 270 10
3 271 34
3 273 34
3 274 24
3 275 1
3 276 30
3 277 44
3 278 22
3 280 25
3 282 17
3 283 36
3 286 34
3 287 14
3 288 46
3 289 1
3 290 25
3 291 45
3 292 39
3 293 10
3 295 20
3 298 12
3 300 45
3 301 21
3 302 1
3 305 39
3 306 14
3 307 5
3 308 20
3 309 15
3 310 12
3 312 22
3 313 2
3 315 15
3 316 34
3 317 4
3 318 19
3 319 5
3 320 22
3 321 25
3 322 37
3 323 8
3 326 25
3 327 1
3 328 21
3 329 10
3 333 12
3 334 45
3 336 41
3 337 19
3 339 30
3 342 37
3 343 11
3 345 42
3 346 36
3 347 40
3 348 29
3 349 7
3 350 13
3 351 12
3 352 14
3 353 37
3 354 22
3 355 13
3 356 44
3 359 10
3 360 37
3 362 4
3 363 42
3 365 6
3 366 22
3 367 1
3 369 26
3 370 19
3 371 37
3 372 44
3 374 40
3 375 41
3 376 41
3 378 7
3 379 8
3 380 12
3 381 30
3 382 3
3 384 27
3 385 13
3 386 19
3 387 4
3 389 16
3 391 15
3 392 5
3 393 28
3 394 6
3 397 13
3 398 12
3 400 26
3 401 31
3 402 7
3 403 31
3 404 9
3 405 41
3 406 41
3 407 2
3 408 32
3 409 20
3 410 5
3 411 22
3 412 37
3 413 3
3 415 23
3 419 25
3 421 30
3 422 32
3 423 43
3 424 29
3 426 13
3 427 45
3 428 25
3 430 13
3 431 31
3 434 24
3 435 44
3 436 33
3 438 3
3 439 35
3 440 26
3 441 10
3 442 3
3 443 46
3 444 41
3 446 4
3 447 45
3 448 45
3 450 17
3 451 19
3 452 35
3 453 29
3 454 13
3 455 10
3 456 9
3 458 29
3 459 29
3 461 22
3 462 20
3 463 8
3 464 17
3 465 40
3 466 13
3 467 42
3 472 14
3 473 23
3 474 45
3 475 20
3 476 33
3 478 22
3 479 46
3 480 17
4 5 28
4 6 6
4 8 24
4 9 2
4 10 28
4 11 43
4 14 32
4 15 34
4 16 44
4 17 4
4 18 9
4 19 16
4 21 39
4 22 36
4 23 44
4 25 31
4 26 39
4 27 28
4 28 8
4 29 18
4 30 24
4 31 2
4 32 28
4 33 45
4 34 32
4 35 23
4 38 44
4 39 7
4 40 7
4 41 45
4 44 24
4 46 22
4 47 6
4 48 36
4 49 31
4 50 28
4 51 44
4 53 19
4 55 16
4 56 16
4 57 18
4 60 42
4 62 9
4 63 2
4 64 1
4 65 7
4 66 10
4 67 31
4 69 10
4 70 40
4 72 1
4 73 7
4 74 29
4 76 30
4 79 22
4 80 22
4 81 13
4 82 33
4 83 27
4 84 46
4 85 34
4 86 31
4 87 28
4 88 4
4 89 36
4 91 30
4 92 23
4 93 28
4 94 41
4 95 24
4 96 5
4 97 5
4 98 33
4 99 20
4 100 41
4 101 39
4 102 17
4 104 1
4 107 26
4 108 37
4 109 23
4 113 21
4 114 9
4 116 26
4 117 32
4 118 4
4 120 23
4 121 28
4 123 36
4 124 11
4 125 32
4 126 29
4 127 45
4 128 36
4 129 4
4 131 41
4 132 27
4 133 24
4 134 28
4 135 38
4 136 15
4 137 27
4 139 20
4 140 39
4 141 19
4 142 13
4 143 24
4 146 39
4 147 8
4 148 37
4 150 41
4 151 4
4 152 35
4 153 18
4 156 27
4 157 40
4 158 17
4 159 9
4 160 14
4 161 32
4 163 26
4 164 5
4 165 30
4 166 40
4 167 34
4 170 17
4 171 19
4 174 27
4 175 28
4 176 19
4 179 41
4 180 2
4 181 43
4 182 16
4 183 26
4 185 40
4 186 17
4 187 40
4 189 4
4 190 44
4 191 34
4 194 37
4 195 37
4 196 43
4 198 16
4 199 41
4 201 3
4 203 36
4 204 46
4 205 29
4 206 42
4 207 4
4 208 21
4 209 29
4 210 20
4 211 37
4 213 40
4 214 34
4 215 35
4 217 38
4 219 44
4 220 31
4 222 31
4 223 15
4 224 45
4 225 12
4 227 17
4 228 41
4 231 2
4 232 16
4 234 3
4 237 35
4 238 38
4 240 18
4 241 20
4 242 25
4 245 24
4 246 23
4 248 23
4 249 37
4 251 11
4 253 38
4 254 30
4 255 30
4 256 19
4 257 19
4 258 46
4 259 46
4 260 16
4 261 6
4 262 11
4 263 43
4 266 5
4 267 18
4 268 3
4 272 5
4 273 39
4 274 38
4 275 46
4 276 43
4 278 24
4 280 40
4 281 42
4 284 27
4 286 34
4 287 30
4 289 17
4 290 44
4 292 37
4 293 36
4 294 38
4 295 24
4 296 23
4 297 41
4 298 24
4 299 3
4 300 45
4 301 14
4 303 1
4 304 34
4 305 11
4 306 32
4 307 4
4 308 7
