860 96015
1 2 6
1 13 3
1 14 10
1 18 4
1 29 1
1 30 10
1 33 4
1 36 10
1 44 2
1 46 4
1 55 10
1 56 6
1 63 4
1 64 8
1 66 4
1 68 9
1 70 6
1 71 6
1 76 8
1 86 1
1 88 8
1 91 1
1 92 6
1 94 9
1 95 5
1 96 2
1 97 8
1 100 5
1 101 7
1 103 5
1 104 3
1 105 6
1 113 2
1 115 4
1 122 7
1 125 4
1 133 6
1 135 1
1 144 3
1 146 7
1 152 2
1 155 3
1 160 7
1 161 10
1 163 3
1 165 7
1 166 9
1 169 2
1 172 5
1 178 3
1 181 2
1 184 1
1 186 1
1 189 4
1 191 4
1 216 10
1 217 5
1 222 6
1 224 6
1 226 3
1 227 5
1 233 1
1 244 3
1 246 8
1 254 6
1 255 8
1 261 10
1 264 6
1 271 2
1 274 8
1 275 8
1 277 2
1 278 9
1 279 7
1 281 10
1 282 1
1 285 4
1 289 5
1 296 10
1 299 6
1 303 10
1 311 4
1 316 1
1 320 10
1 321 6
1 322 5
1 329 1
1 332 5
1 342 9
1 355 1
1 370 4
1 371 1
1 374 9
1 375 7
1 378 9
1 379 8
1 381 9
1 382 4
1 390 1
1 392 1
1 393 3
1 395 8
1 407 4
1 411 7
1 412 4
1 413 8
1 414 3
1 418 4
1 422 6
1 427 5
1 428 6
1 430 6
1 434 8
1 442 6
1 463 1
1 465 3
1 468 7
1 469 9
1 475 6
1 482 3
1 484 1
1 485 4
1 488 4
1 496 2
1 497 10
1 499 1
1 506 4
1 507 2
1 510 5
1 512 2
1 522 3
1 525 10
1 526 8
1 527 8
1 530 5
1 532 8
1 537 9
1 538 2
1 542 5
1 550 6
1 554 9
1 557 8
1 560 8
1 567 10
1 572 7
1 583 9
1 592 10
1 598 9
1 599 10
1 605 3
1 618 10
1 628 6
1 634 8
1 639 3
1 640 1
1 641 2
1 644 7
1 645 10
1 646 10
1 647 3
1 649 9
1 654 2
1 662 8
1 666 10
1 667 3
1 671 2
1 673 9
1 680 10
1 681 5
1 682 8
1 686 7
1 690 10
1 692 3
1 694 9
1 704 10
1 709 8
1 714 8
1 715 9
1 718 3
1 719 4
1 720 2
1 724 3
1 728 8
1 735 10
1 737 8
1 743 3
1 745 6
1 746 8
1 748 3
1 751 4
1 757 9
1 759 2
1 786 4
1 789 2
1 790 9
1 797 1
1 799 6
1 810 8
1 811 1
1 814 4
1 816 7
1 821 6
1 823 1
1 827 9
1 828 8
1 831 6
1 833 2
1 841 5
1 845 6
1 848 10
1 851 3
1 852 8
1 854 9
1 858 2
1 860 7
2 7 6
2 11 3
2 14 5
2 16 8
2 20 2
2 25 4
2 26 1
2 31 3
2 33 8
2 34 3
2 35 10
2 40 6
2 46 3
2 53 2
2 58 8
2 59 1
2 65 10
2 70 4
2 78 1
2 80 9
2 81 3
2 98 2
2 102 3
2 106 10
2 114 1
2 116 5
2 119 8
2 121 7
2 126 9
2 151 7
2 153 3
2 155 10
2 156 9
2 160 1
2 174 9
2 175 4
2 185 6
2 191 8
2 200 7
2 202 10
2 205 7
2 224 2
2 226 7
2 227 9
2 231 2
2 236 1
2 239 2
2 244 5
2 245 2
2 246 4
2 248 5
2 249 4
2 250 6
2 251 3
2 252 5
2 256 8
2 257 5
2 259 1
2 265 5
2 267 1
2 268 9
2 273 3
2 274 4
2 275 5
2 278 5
2 279 5
2 280 10
2 288 9
2 289 3
2 300 6
2 303 1
2 304 7
2 308 7
2 309 6
2 320 6
2 325 10
2 327 5
2 329 8
2 334 8
2 336 8
2 339 10
2 351 6
2 361 7
2 363 3
2 365 7
2 372 5
2 373 5
2 374 10
2 377 4
2 383 6
2 384 4
2 385 9
2 386 2
2 387 8
2 388 7
2 395 8
2 402 7
2 405 7
2 407 8
2 410 1
2 412 5
2 413 7
2 417 6
2 418 7
2 424 9
2 425 6
2 433 2
2 434 4
2 446 7
2 452 8
2 456 7
2 460 8
2 466 5
2 467 8
