860 273594
1 2 48
1 3 20
1 5 76
1 6 31
1 7 2
1 8 75
1 9 30
1 10 74
1 11 12
1 12 28
1 13 80
1 14 44
1 15 32
1 16 59
1 17 28
1 18 70
1 19 47
1 21 42
1 24 60
1 26 3
1 27 57
1 28 2
1 29 47
1 30 68
1 31 39
1 32 11
1 33 60
1 36 33
1 38 54
1 40 34
1 41 19
1 42 44
1 43 9
1 44 26
1 46 54
1 50 27
1 51 41
1 52 81
1 53 2
1 55 21
1 56 54
1 57 12
1 58 17
1 59 52
1 60 79
1 61 20
1 63 51
1 64 67
1 65 11
1 66 34
1 68 20
1 69 15
1 70 4
1 71 3
1 72 28
1 74 26
1 75 74
1 76 36
1 78 46
1 79 42
1 82 17
1 83 40
1 85 8
1 86 18
1 87 64
1 88 43
1 89 62
1 90 74
1 91 41
1 92 15
1 94 57
1 95 58
1 96 16
1 97 67
1 98 49
1 100 77
1 101 8
1 102 29
1 103 34
1 104 79
1 105 41
1 106 78
1 108 29
1 109 4
1 111 75
1 112 45
1 113 34
1 114 7
1 115 34
1 116 69
1 119 1
1 120 32
1 122 6
1 123 65
1 124 52
1 125 67
1 126 58
1 127 70
1 128 30
1 129 4
1 130 5
1 131 18
1 133 57
1 134 26
1 135 49
1 136 27
1 140 60
1 141 23
1 144 32
1 145 41
1 146 37
1 147 41
1 149 48
1 150 62
1 151 46
1 152 5
1 153 18
1 154 56
1 155 67
1 156 47
1 157 24
1 159 2
1 160 31
1 161 31
1 163 14
1 164 73
1 165 4
1 166 25
1 167 13
1 168 33
1 169 9
1 172 20
1 173 77
1 174 64
1 176 59
1 178 39
1 180 61
1 181 66
1 182 82
1 184 16
1 185 35
1 186 47
1 188 69
1 189 59
1 190 81
1 191 58
1 198 73
1 199 49
1 200 68
1 202 78
1 205 71
1 206 78
1 207 23
1 209 79
1 214 47
1 216 60
1 217 22
1 218 8
1 220 14
1 221 54
1 222 75
1 224 79
1 225 17
1 226 68
1 227 15
1 229 61
1 230 79
