480 66835
1 2 42
1 3 10
1 5 9
1 7 72
1 9 32
1 10 73
1 12 82
1 13 36
1 14 29
1 15 1
1 17 43
1 18 72
1 19 69
1 21 82
1 24 19
1 26 26
1 27 47
1 28 73
1 29 19
1 30 42
1 31 39
1 32 19
1 33 54
1 36 78
1 38 8
1 44 76
1 46 70
1 51 36
1 52 14
1 55 46
1 56 82
1 57 67
1 59 74
1 60 72
1 63 16
1 64 16
1 65 36
1 66 76
1 68 30
1 69 42
1 70 51
1 71 64
1 74 45
1 75 51
1 76 11
1 78 8
1 79 54
1 83 24
1 85 40
1 86 5
1 88 41
1 89 32
1 91 41
1 92 35
1 94 54
1 95 47
1 96 32
1 97 49
1 98 3
1 100 27
1 101 38
1 102 81
1 103 79
1 104 22
1 105 31
1 106 55
1 108 14
1 109 54
1 112 76
1 113 1
1 115 22
1 119 50
1 122 25
1 123 16
1 124 41
1 125 51
1 126 6
1 127 64
1 128 63
1 129 80
1 130 43
1 131 72
1 133 76
1 135 25
1 136 18
1 140 72
1 141 67
1 144 57
1 145 66
1 146 71
1 147 8
1 150 79
1 151 67
1 152 81
1 155 75
1 156 27
1 157 70
1 159 49
1 160 47
1 161 16
1 163 46
1 164 46
1 165 40
1 166 24
1 167 80
1 168 42
1 169 24
1 172 77
1 173 12
1 174 61
1 176 38
1 178 41
1 180 57
1 181 34
1 182 46
1 184 64
1 185 27
1 186 74
1 188 15
1 189 69
1 191 23
1 198 71
1 200 40
1 205 47
1 206 50
1 207 51
1 209 1
1 214 7
1 216 6
1 217 73
1 218 63
1 222 43
1 224 82
1 225 61
1 226 15
1 227 39
1 229 74
1 230 18
1 233 67
1 241 74
1 242 34
1 244 18
1 245 42
1 246 42
1 248 49
1 249 3
1 250 82
1 254 25
1 255 42
1 258 11
1 260 52
1 261 21
1 263 31
1 264 77
1 270 72
1 271 14
1 274 66
1 275 61
1 276 34
1 277 47
1 278 40
1 279 79
1 281 61
1 282 20
1 283 23
1 285 64
1 287 56
1 288 61
1 289 21
1 291 51
1 293 48
1 294 57
1 296 74
1 298 19
1 299 45
1 301 11
1 302 17
1 303 8
1 304 26
1 307 39
1 311 80
1 313 59
1 316 52
1 318 12
1 320 71
1 321 72
1 322 79
1 323 69
1 324 38
1 326 4
1 329 72
1 331 9
1 332 68
1 336 26
1 338 15
1 339 30
1 341 11
1 342 49
1 343 48
1 345 13
1 348 70
1 349 74
1 351 25
1 353 38
1 354 30
1 355 75
1 359 29
1 361 16
1 362 9
1 363 60
1 366 32
1 370 30
1 371 37
1 374 72
1 375 20
1 377 78
1 378 80
1 379 70
1 380 2
1 381 28
1 382 70
1 383 63
1 385 35
1 390 23
1 391 29
1 392 73
1 393 22
1 394 1
1 395 17
1 398 50
1 399 29
1 400 49
1 402 37
1 404 33
1 407 3
1 408 12
1 410 82
1 411 62
1 412 15
1 413 23
1 414 82
1 415 81
1 417 25
1 418 80
1 419 19
1 420 7
1 422 20
1 424 13
1 425 67
1 427 67
1 428 69
1 429 26
1 430 12
1 432 77
1 434 29
1 439 68
1 441 43
1 442 5
1 444 22
1 449 26
1 451 70
1 453 1
1 454 66
1 455 68
1 457 67
1 460 80
1 463 26
1 465 58
1 467 20
1 468 10
1 469 8
1 471 78
1 472 14
1 475 66
1 476 78
1 477 6
1 480 78
2 3 70
2 4 64
2 6 21
2 7 38
2 8 16
2 9 28
2 10 26
2 12 25
2 13 21
2 14 13
2 18 76
2 19 52
2 20 35
2 21 16
2 24 2
2 26 80
2 27 15
2 28 28
2 29 22
2 30 72
2 32 43
2 33 39
2 34 38
2 35 1
2 38 43
2 39 74
2 42 81
2 43 69
2 44 80
2 46 69
2 47 62
2 48 37
2 49 6
2 52 40
2 54 76
2 58 64
2 59 53
2 60 51
2 63 6
2 64 75
2 66 49
2 67 70
2 69 38
2 71 57
2 72 55
2 73 8
2 74 38
2 76 49
2 79 2
2 82 43
2 85 47
2 86 69
2 87 8
2 89 49
2 94 13
2 95 57
2 99 18
2 102 32
2 104 21
2 105 72
2 110 43
2 114 82
2 115 33
2 116 49
2 118 34
2 119 68
2 120 40
2 121 71
2 122 68
2 124 10
2 126 44
2 127 55
2 130 48
2 131 40
2 132 11
2 133 66
2 135 64
2 136 65
2 140 71
2 142 30
2 143 23
2 147 58
2 150 81
2 152 34
2 155 37
2 156 10
2 159 25
2 161 45
2 162 53
2 163 79
2 166 80
2 167 20
2 168 52
2 169 80
2 170 6
2 171 1
2 172 70
2 176 6
2 177 60
2 178 67
2 183 50
2 184 2
2 185 66
2 187 79
2 188 10
2 189 61
2 192 44
2 193 68
2 195 33
2 196 10
2 202 78
2 203 55
2 204 32
2 205 80
2 206 56
2 208 35
2 210 47
2 211 42
2 212 53
2 213 14
2 214 26
2 215 61
2 216 75
2 217 37
2 218 76
2 220 36
2 223 3
2 224 71
2 225 50
2 226 10
2 231 26
2 232 70
2 235 38
2 236 66
2 237 82
2 240 52
2 241 29
2 242 41
2 244 22
2 246 12
2 248 12
2 249 31
2 250 12
2 251 48
2 253 73
2 256 65
2 257 63
2 258 79
2 259 49
2 260 15
2 261 29
2 263 60
2 265 46
2 266 3
2 267 67
2 268 33
2 269 80
2 270 10
2 273 36
2 274 10
2 276 51
2 277 6
2 279 57
2 280 36
2 281 4
2 282 5
2 284 23
2 287 52
2 288 33
2 293 78
2 296 62
2 299 74
2 301 60
2 308 37
2 311 14
2 312 3
2 318 13
2 319 11
2 321 55
2 332 72
2 333 30
2 335 82
2 336 29
2 338 77
2 341 11
2 343 38
2 344 18
2 345 54
2 346 5
2 347 53
2 349 63
2 350 48
2 353 61
2 354 46
2 355 42
2 356 28
2 358 57
2 363 56
2 364 61
2 367 17
2 369 41
2 370 79
2 371 64
2 372 75
2 373 31
2 374 36
2 375 35
2 376 11
2 379 16
2 380 9
2 382 77
2 383 46
2 385 48
2 386 64
2 387 73
2 389 53
2 391 18
2 392 12
2 394 72
2 396 24
2 397 16
2 400 14
2 405 73
2 406 42
2 407 56
2 411 15
2 413 4
2 414 66
2 415 47
2 416 16
2 420 38
2 423 18
2 424 45
2 425 80
2 426 10
2 429 66
2 430 81
2 433 18
2 434 7
2 435 21
2 437 20
2 438 75
2 439 38
2 440 46
2 441 29
2 444 34
2 445 9
2 446 12
2 449 66
2 450 54
2 452 14
2 455 61
2 456 10
2 458 72
2 459 59
2 460 3
2 461 75
2 462 54
2 464 35
2 465 54
2 466 33
2 468 45
2 474 66
2 475 22
2 478 81
2 480 23
3 4 2
3 5 19
3 6 78
3 7 72
3 9 20
3 11 27
3 12 21
3 13 46
3 14 6
3 15 31
3 17 76
3 19 29
3 21 33
3 22 82
3 24 20
3 26 24
3 29 1
3 33 44
3 34 72
3 36 72
3 38 64
3 39 65
3 40 13
3 41 16
3 42 11
3 43 19
3 44 49
3 45 46
3 50 65
3 51 56
3 52 59
3 54 75
3 56 81
3 58 82
3 59 31
3 60 71
3 62 68
3 63 63
3 65 53
3 67 41
3 68 62
3 69 69
3 73 48
3 77 52
3 78 27
3 82 59
3 87 69
3 88 18
3 90 58
3 92 69
3 93 26
3 94 25
3 99 63
3 100 13
3 103 22
3 104 26
3 105 67
3 108 16
3 111 20
3 113 49
3 116 43
3 117 67
3 118 2
3 120 37
3 123 22
3 127 43
3 128 4
3 129 4
3 130 44
3 132 28
3 133 2
3 134 73
3 137 64
3 139 81
3 142 29
3 143 73
3 146 73
3 147 7
3 148 26
3 149 68
3 151 50
3 152 20
3 153 72
3 154 30
3 155 53
3 156 4
3 157 73
3 158 69
3 159 26
3 160 77
3 162 7
3 164 21
3 168 35
3 170 25
3 171 44
3 172 74
3 175 68
3 176 50
3 177 66
3 178 75
3 181 67
3 182 11
3 183 27
3 189 66
3 190 34
3 191 5
3 192 8
3 193 25
3 194 59
3 196 20
3 197 69
3 199 79
3 203 27
3 204 3
3 205 71
3 206 49
3 207 66
3 211 14
3 212 80
3 216 9
3 217 34
3 220 31
3 223 29
3 227 50
3 228 73
3 230 80
3 232 9
3 235 4
3 237 54
3 239 62
3 241 46
3 242 68
3 244 80
3 246 65
3 250 52
3 254 21
3 255 62
3 257 78
3 258 8
3 259 77
3 260 42
3 261 80
3 263 57
3 264 4
3 265 35
3 266 54
3 268 13
3 269 35
3 270 72
3 271 14
3 273 74
3 275 57
3 276 81
3 277 70
3 280 14
3 282 7
3 286 31
3 287 37
3 288 1
3 289 7
3 290 82
3 291 24
3 292 75
3 298 55
3 300 33
3 301 17
3 302 80
3 305 67
3 306 29
3 308 73
3 309 71
3 310 27
3 313 73
3 315 17
3 316 27
3 317 78
3 318 34
3 319 2
3 320 27
3 321 51
3 322 10
3 323 47
3 326 68
3 327 15
3 328 37
3 329 21
3 333 30
3 336 19
3 337 26
3 342 38
3 343 14
3 345 77
3 347 72
3 349 25
3 350 45
3 351 69
3 353 22
3 354 70
3 355 77
3 356 10
3 359 20
3 360 62
3 362 42
3 363 18
3 365 73
3 366 77
3 367 79
3 369 73
3 370 18
3 372 75
3 375 39
3 376 64
3 378 45
3 380 67
3 382 73
3 384 21
3 385 15
3 386 66
3 389 73
3 391 30
3 392 67
3 393 34
3 398 14
3 400 3
3 402 1
3 403 20
3 404 53
3 405 33
3 406 4
3 407 6
3 408 64
3 410 19
3 413 67
3 415 67
3 419 48
3 421 1
3 422 59
3 423 44
3 424 50
3 427 33
3 430 72
3 431 67
3 435 27
3 436 1
3 438 50
3 439 78
3 440 19
3 441 40
3 443 24
3 444 42
3 447 2
3 450 78
3 452 27
3 453 10
3 454 39
3 455 30
3 458 24
3 459 43
3 461 4
3 462 29
3 463 68
3 464 8
3 465 38
3 466 9
3 472 44
3 474 50
3 475 73
3 478 15
