860 214644
1 2 48
1 3 20
1 5 31
1 7 2
1 9 30
1 10 12
1 12 28
1 13 44
1 14 32
1 15 59
1 17 28
1 18 47
1 19 42
1 21 60
1 24 3
1 26 57
1 27 2
1 28 47
1 29 39
1 30 11
1 31 60
1 32 33
1 33 54
1 36 34
1 38 19
1 44 44
1 46 9
1 51 26
1 52 54
1 55 27
1 56 41
1 57 2
1 59 21
1 60 54
1 63 12
1 64 17
1 65 52
1 66 20
1 68 51
1 69 11
1 70 34
1 71 20
1 74 15
1 75 4
1 76 3
1 78 28
1 79 26
1 83 36
1 85 46
1 86 42
1 88 17
1 89 40
1 91 8
1 92 18
1 94 64
1 95 43
1 96 62
1 97 41
1 98 15
1 100 57
1 101 58
1 102 16
1 103 49
1 104 8
1 105 29
1 106 34
1 108 41
1 109 29
1 112 4
1 113 45
1 115 34
1 119 7
1 122 34
1 123 1
1 124 32
1 125 6
1 126 52
1 127 58
1 128 30
1 129 4
1 130 5
1 131 18
1 133 57
1 135 26
1 136 49
1 140 27
1 141 60
1 144 23
1 145 32
1 146 41
1 147 37
1 150 41
1 151 48
1 152 62
1 155 46
1 156 5
1 157 18
1 159 56
1 160 47
1 161 24
1 163 2
1 164 31
1 165 31
1 166 14
1 167 4
1 168 25
1 169 13
1 172 33
1 173 9
1 174 20
1 176 64
1 178 59
1 180 39
1 181 61
1 182 16
1 184 35
1 185 47
1 186 59
1 188 58
1 189 49
1 191 23
1 198 47
1 200 60
1 205 22
1 206 8
1 207 14
1 209 54
1 214 17
1 216 15
1 217 61
1 218 18
1 222 15
1 224 34
1 225 63
1 226 54
1 227 22
1 229 58
1 230 64
1 233 22
1 241 25
1 242 12
1 244 18
1 245 64
1 246 58
1 248 20
1 249 47
1 250 63
1 254 23
1 255 26
1 258 12
1 260 30
1 261 14
1 263 7
1 264 41
1 270 62
1 271 4
1 274 25
1 275 53
1 276 45
1 277 2
1 278 64
1 279 48
1 281 13
1 282 35
1 283 44
1 285 24
1 287 62
