100 2076
1 2 6
1 5 5
1 7 5
1 9 1
1 13 7
1 14 8
1 15 8
1 17 10
1 18 9
1 19 5
1 27 1
1 29 6
1 30 2
1 31 6
1 33 9
1 36 8
1 38 8
1 44 4
1 46 8
1 55 10
1 56 4
1 59 10
1 60 8
1 63 2
1 64 8
1 65 5
1 66 8
1 68 7
1 69 6
1 70 7
1 71 10
1 74 2
1 76 8
1 78 6
1 86 8
1 88 8
1 89 4
1 91 4
1 92 10
1 94 2
1 95 3
1 96 1
1 97 5
1 100 5
2 3 3
2 4 5
2 5 4
2 6 7
2 7 1
2 8 6
2 11 1
2 15 8
2 17 10
2 21 8
2 24 2
2 26 5
2 27 10
2 29 6
2 30 5
2 31 8
2 32 3
2 33 1
2 35 5
2 37 10
2 42 4
2 43 10
2 46 7
2 47 9
2 48 8
2 49 7
2 53 7
2 54 10
2 57 10
2 58 4
2 59 7
2 61 1
2 62 2
2 63 1
2 65 6
2 67 6
2 68 2
2 69 7
2 70 2
2 71 3
2 74 9
2 75 1
2 76 7
2 80 10
2 83 1
2 84 4
2 86 10
2 88 7
2 91 9
2 93 4
3 5 9
3 10 4
3 11 4
3 12 9
3 14 6
3 19 4
3 21 7
3 22 8
3 23 2
3 27 7
3 29 2
3 31 9
3 32 5
3 38 3
3 49 6
3 50 10
3 51 7
3 54 2
3 55 4
3 59 9
3 60 4
3 65 6
3 66 5
3 69 10
3 76 10
3 79 6
3 80 10
3 81 1
3 82 5
3 83 7
3 84 9
3 86 3
3 87 1
3 90 6
3 94 5
3 99 3
4 5 5
4 8 2
4 11 7
4 12 4
4 16 6
4 20 4
4 22 1
4 25 9
4 29 3
4 30 6
4 31 1
4 35 3
4 38 8
4 40 3
4 41 6
4 45 4
4 50 2
4 51 3
4 52 1
4 57 1
4 58 5
4 60 4
4 64 8
4 68 2
4 71 1
4 79 5
4 80 1
4 83 2
4 84 5
4 86 4
4 87 10
4 88 4
4 89 4
4 90 8
4 91 4
4 92 5
4 94 2
4 99 9
5 6 7
5 7 5
5 8 2
5 9 10
5 12 3
5 13 4
5 18 9
5 21 3
5 25 1
5 26 3
5 27 1
5 28 3
5 31 4
5 32 6
5 34 9
5 36 9
5 41 4
5 42 6
5 43 8
5 44 9
5 48 4
5 55 6
5 56 1
5 58 2
5 65 1
5 68 6
5 69 5
5 71 7
5 74 6
5 77 10
5 79 10
5 81 2
5 82 2
5 83 1
5 86 2
5 89 3
5 90 5
5 94 3
5 96 8
5 98 5
5 99 6
6 8 6
6 10 6
6 12 2
6 16 9
6 17 2
6 18 8
6 19 10
6 24 9
6 26 2
6 27 3
6 30 6
6 32 7
6 33 7
6 36 1
6 37 7
6 40 1
6 42 7
6 45 10
6 46 3
6 47 5
6 50 6
6 52 1
6 56 6
6 57 6
6 58 9
6 62 6
6 64 5
6 67 10
6 69 5
6 70 7
6 74 1
6 77 1
6 80 10
6 87 7
6 92 4
6 93 5
7 10 8
7 15 6
7 19 10
7 23 4
7 24 9
7 25 4
7 26 9
7 27 8
7 29 9
7 31 1
7 32 10
7 37 4
7 41 1
7 45 5
7 47 4
7 55 2
7 61 4
7 66 9
7 67 2
7 68 2
7 71 4
7 72 5
7 73 3
7 74 7
7 76 1
7 81 6
7 89 1
7 90 8
7 93 7
7 94 4
7 97 9
7 98 2
7 100 10
8 9 5
8 15 7
8 16 3
8 17 6
8 19 7
8 21 9
8 24 6
8 25 2
8 27 6
8 29 6
8 30 6
8 33 6
8 36 5
8 37 10
8 38 1
8 39 10
8 44 10
8 49 1
8 50 8
8 53 9
8 54 10
8 55 7
8 59 9
8 62 9
8 63 4
8 66 2
8 70 5
8 71 4
8 72 4
8 73 3
8 76 2
8 78 2
8 80 7
8 81 1
8 82 9
8 83 6
8 86 2
8 87 9
8 89 5
8 90 5
8 92 3
8 94 9
8 95 3
8 100 9
9 15 1
9 30 8
9 33 5
9 34 5
9 40 7
9 41 2
9 43 10
9 54 1
9 55 10
9 57 10
9 58 1
9 60 10
9 63 5
9 65 2
9 66 3
9 67 5
9 69 8
9 71 1
9 72 1
9 75 6
9 76 9
9 77 2
9 78 7
9 80 10
9 85 1
9 86 6
9 89 2
9 91 3
9 92 3
9 94 1
9 95 2
9 96 9
9 98 4
10 12 7
10 14 2
10 15 3
10 17 4
10 19 4
10 23 10
10 26 8
10 28 2
10 29 9
10 32 2
10 37 4
10 38 2
10 43 8
10 45 7
10 46 1
10 47 10
10 48 6
10 52 1
10 55 4
10 56 3
10 57 9
10 58 10
10 61 4
10 65 3
10 66 8
10 67 3
10 70 4
10 71 3
10 72 4
10 77 1
10 78 8
10 81 7
10 82 9
10 88 1
10 90 2
10 91 7
10 92 7
10 93 8
10 94 8
10 97 6
10 98 1
11 17 7
11 21 5
11 24 1
11 25 5
11 29 5
11 31 3
11 32 9
11 33 5
11 37 10
11 39 9
11 42 4
11 44 5
11 46 6
11 49 5
11 53 7
11 54 7
11 56 3
11 58 1
11 61 3
11 62 3
11 70 6
11 74 7
11 76 5
11 78 6
11 79 10
11 83 3
11 85 9
11 87 4
11 88 5
11 89 7
11 97 5
11 98 2
12 14 1
12 19 4
12 20 5
12 24 9
12 26 2
12 35 2
12 36 4
12 37 2
12 40 4
12 45 6
12 50 3
12 52 1
12 59 1
12 61 1
12 62 6
12 66 2
12 69 8
12 71 3
12 74 1
12 78 8
12 79 1
12 80 3
12 81 10
12 83 1
12 84 9
12 85 2
12 86 2
12 87 10
12 89 5
12 90 4
12 91 8
12 92 4
12 94 6
12 96 4
12 100 2
13 15 6
13 16 8
13 20 8
13 21 3
13 22 5
13 23 4
13 26 4
13 27 2
13 28 9
13 34 1
13 35 8
13 36 10
13 37 7
13 38 5
13 48 2
13 49 5
13 51 2
13 52 7
13 56 3
13 57 6
13 61 4
13 62 7
13 65 8
13 68 4
13 73 6
13 75 9
13 77 4
13 80 10
13 82 10
13 84 2
13 86 8
13 87 1
13 91 6
13 99 3
13 100 10
14 19 8
14 22 10
14 23 4
14 24 3
14 25 6
14 27 5
14 28 10
14 29 9
14 32 3
14 34 9
14 35 5
14 36 6
14 39 2
14 45 6
14 46 4
14 47 9
14 48 5
14 49 4
14 50 3
14 51 5
14 57 6
14 59 3
14 60 9
14 64 1
14 67 6
14 68 9
14 69 3
14 72 8
14 74 2
14 75 9
14 76 8
14 79 5
14 80 4
14 85 3
14 86 3
14 87 5
14 95 2
14 96 3
15 16 7
15 17 1
15 23 2
15 25 6
15 27 1
15 28 2
15 29 10
15 30 9
15 33 1
15 36 4
15 37 7
15 39 4
15 40 8
15 41 7
15 43 7
15 44 1
15 46 8
15 49 10
15 52 2
15 54 1
15 58 7
15 59 10
15 63 8
15 67 3
15 74 7
15 77 10
15 78 6
15 79 7
15 82 10
15 87 7
15 93 7
15 96 9
16 20 7
16 21 3
16 25 5
16 26 7
16 28 5
16 29 8
16 30 6
16 31 4
16 33 2
16 34 5
16 37 10
16 40 8
16 42 10
16 43 4
16 45 7
16 48 8
16 52 7
16 54 3
16 55 9
16 56 9
16 64 4
16 65 1
16 68 1
16 71 9
16 75 9
16 76 7
16 77 6
16 81 5
16 82 6
16 85 8
16 89 9
16 95 10
16 97 10
16 100 8
17 22 8
17 23 7
17 24 2
17 27 5
17 29 9
17 31 5
17 32 7
17 34 5
17 36 10
17 39 4
17 43 8
17 48 3
17 49 5
17 50 3
17 52 9
17 53 4
17 55 8
17 56 5
17 57 7
17 59 7
17 62 7
17 64 5
17 65 8
17 67 6
17 68 1
17 70 10
17 71 2
17 72 8
17 74 10
17 75 2
17 79 2
17 81 5
17 82 9
17 83 3
17 84 2
17 87 1
17 91 2
17 96 6
17 97 2
17 99 5
17 100 8
18 19 9
18 21 4
18 26 2
18 30 3
18 33 10
18 35 9
18 40 2
18 47 7
18 48 10
18 51 2
18 53 7
18 54 10
18 57 8
18 58 4
18 60 10
18 65 7
18 67 9
18 71 2
18 75 7
18 76 1
18 80 9
18 81 4
18 82 10
18 84 2
18 86 9
18 87 5
18 90 7
18 91 5
18 92 1
18 95 5
18 96 7
18 99 10
19 23 3
19 24 3
19 25 9
19 27 7
19 28 3
19 31 4
19 34 5
19 35 2
19 37 2
19 40 5
19 42 4
19 44 7
19 45 5
19 47 10
19 48 7
19 54 3
19 57 10
19 60 4
19 62 4
19 65 9
19 71 4
19 73 6
19 74 1
19 78 2
19 80 3
19 82 2
19 83 3
19 86 1
19 87 8
19 88 6
19 92 9
19 94 3
