100 2905
1 2 11
1 3 26
1 5 9
1 7 9
1 9 1
1 10 14
1 12 15
1 13 28
1 14 15
1 15 23
1 17 19
1 18 18
1 19 10
1 21 23
1 24 21
1 26 28
1 27 1
1 28 12
1 29 3
1 30 26
1 31 21
1 32 12
1 33 17
1 36 16
1 38 16
1 44 7
1 46 27
1 51 15
1 52 19
1 55 7
1 56 22
1 57 19
1 59 15
1 60 4
1 63 21
1 64 15
1 65 23
1 66 10
1 68 16
1 69 14
1 70 12
1 71 22
1 74 14
1 75 20
1 76 3
1 78 15
1 79 23
1 83 12
1 85 15
1 86 15
1 88 23
1 89 8
1 91 7
1 92 20
1 94 4
1 95 21
1 96 6
1 97 25
1 98 27
1 100 2
2 3 24
2 4 9
2 5 10
2 6 6
2 7 9
2 8 8
2 10 13
2 11 2
2 14 11
2 15 1
2 17 27
2 21 15
2 24 19
2 25 16
2 26 25
2 27 4
2 28 21
2 29 23
2 30 26
2 31 9
2 32 25
2 33 19
2 35 12
2 37 10
2 38 16
2 42 6
2 43 2
2 46 9
2 47 25
2 48 20
2 49 8
2 52 20
2 53 25
2 54 27
2 57 14
2 58 18
2 59 16
2 61 21
2 62 27
2 63 28
2 65 13
2 66 21
2 67 14
2 68 25
2 69 19
2 70 28
2 71 19
2 74 7
2 75 23
2 76 14
2 78 21
2 80 1
2 82 4
2 83 1
2 84 11
2 86 12
2 87 22
2 88 3
2 90 14
2 91 28
2 93 3
2 100 6
3 5 17
3 10 26
3 11 26
3 12 2
3 14 13
3 19 20
3 21 1
3 22 7
3 23 19
3 27 14
3 29 23
3 30 21
3 31 27
3 32 18
3 34 8
3 35 18
3 38 8
3 46 8
3 47 22
3 49 18
3 50 12
3 51 8
3 53 13
3 54 24
3 55 16
3 59 22
3 60 4
3 63 13
3 65 3
3 66 18
3 68 22
3 69 9
3 75 23
3 76 6
3 79 11
3 80 19
3 81 13
3 82 24
3 83 3
3 84 7
3 86 18
3 87 7
3 88 11
3 90 9
3 92 26
3 93 19
3 94 19
3 96 12
3 98 23
3 99 19
4 5 1
4 7 9
4 8 13
4 10 17
4 11 6
4 12 23
4 13 24
4 16 1
4 20 11
4 22 9
4 25 5
4 27 10
4 29 27
4 30 3
4 31 14
4 32 7
4 33 12
4 35 8
4 38 2
4 40 22
4 41 18
4 45 22
4 47 23
4 48 23
4 50 5
4 51 12
4 52 2
4 54 22
4 57 6
4 58 24
4 60 16
4 62 6
