860 155251
1 2 6
1 5 3
1 7 10
1 9 4
1 13 1
1 14 10
1 15 4
1 17 10
1 18 2
1 19 4
1 27 10
1 29 6
1 30 4
1 31 8
1 33 4
1 36 9
1 38 6
1 44 6
1 46 8
1 55 1
1 56 8
1 59 1
1 60 6
1 63 9
1 64 5
1 65 2
1 66 8
1 68 5
1 69 7
1 70 5
1 71 3
1 74 6
1 76 2
1 78 4
1 86 7
1 88 4
1 89 6
1 91 1
1 92 3
1 94 7
1 95 2
1 96 3
1 97 7
1 100 10
1 101 3
1 102 7
1 103 9
1 104 2
1 105 5
1 106 3
1 109 2
1 113 1
1 115 1
1 119 4
1 122 4
1 124 10
1 125 5
1 127 6
1 128 6
1 129 3
1 130 5
1 131 1
1 133 3
1 135 8
1 140 6
1 141 8
1 144 10
1 145 6
1 146 2
1 147 8
1 151 8
1 152 2
1 155 9
1 156 7
1 157 10
1 159 1
1 160 4
1 161 5
1 163 10
1 165 6
1 166 10
1 167 4
1 168 1
1 169 10
1 172 6
1 173 5
1 174 1
1 178 5
1 181 9
1 182 1
1 184 4
1 186 1
1 189 9
1 191 7
1 200 9
1 205 8
1 206 9
1 207 4
1 209 1
1 214 1
1 216 3
1 217 8
1 218 4
1 222 7
1 224 4
1 226 8
1 227 3
1 233 4
1 244 6
1 245 5
1 246 6
1 249 6
1 250 8
1 254 6
1 255 1
1 260 3
1 261 7
1 264 9
1 271 6
1 274 3
1 275 1
1 276 4
1 277 4
1 278 2
1 279 10
1 281 1
1 282 4
1 285 2
1 289 5
1 294 2
1 296 3
1 299 10
1 302 8
1 303 8
1 307 5
1 311 8
1 313 9
1 316 2
1 320 5
1 321 6
1 322 9
1 326 8
1 329 8
1 331 10
1 332 7
1 336 9
1 341 10
1 342 9
1 343 10
1 348 3
1 349 10
1 351 6
1 355 8
1 359 3
1 362 1
1 370 2
1 371 7
1 374 10
1 375 10
1 377 3
1 378 9
1 379 2
1 380 8
1 381 10
1 382 3
1 383 2
1 385 9
1 390 10
1 392 5
1 393 8
1 394 7
1 395 10
1 398 3
1 399 9
1 404 10
1 407 8
1 411 8
1 412 9
1 413 3
1 414 4
1 417 2
1 418 3
1 420 8
1 422 10
1 427 8
1 428 3
1 429 6
1 430 8
1 434 3
1 441 4
1 442 9
1 444 2
1 451 4
1 454 2
1 455 9
1 457 1
1 460 6
1 463 8
1 465 1
1 467 4
1 468 7
1 469 6
1 472 1
1 475 9
1 476 8
1 480 6
1 482 2
1 484 5
1 485 6
1 488 10
1 490 3
1 492 8
1 496 9
1 497 2
1 498 7
1 499 6
1 504 3
1 506 5
1 507 8
1 510 2
1 512 4
1 513 1
1 516 3
1 517 8
1 520 3
1 522 10
1 525 6
1 526 3
1 527 2
1 530 8
1 532 1
1 536 10
1 537 4
1 538 1
1 542 9
1 544 3
1 547 2
1 549 3
1 550 10
1 554 1
1 557 5
1 560 8
1 567 7
1 572 9
1 573 7
1 583 3
1 588 10
1 592 9
1 596 1
1 597 9
1 598 4
1 599 6
1 600 8
1 602 7
1 604 10
1 605 7
1 610 2
1 614 7
1 618 9
1 620 2
1 628 1
1 634 2
1 639 5
1 640 2
1 641 4
1 644 5
1 645 4
1 646 6
1 647 3
1 649 5
1 654 8
1 662 5
1 663 1
1 666 5
1 667 1
1 670 9
1 671 3
1 673 4
1 674 5
1 680 5
1 681 5
1 682 10
1 684 9
1 686 3
1 689 6
1 690 1
1 692 7
1 694 7
1 695 6
1 698 6
1 701 10
1 702 5
1 703 8
1 704 8
1 709 8
1 714 10
1 715 6
1 718 7
1 719 3
1 720 7
1 724 5
