100 2076
1 2 41
1 5 33
1 7 33
1 9 1
1 13 55
1 14 59
1 15 60
1 17 74
1 18 72
1 19 39
1 27 82
1 29 2
1 30 46
1 31 12
1 33 45
1 36 68
1 38 63
1 44 63
1 46 27
1 55 57
1 56 73
1 59 25
1 60 75
1 63 58
1 64 16
1 65 81
1 66 59
1 68 39
1 69 63
1 70 55
1 71 47
1 74 55
1 76 78
1 78 11
1 86 57
1 88 47
1 89 58
1 91 59
1 92 30
1 94 28
1 95 78
1 96 14
1 97 82
1 100 24
2 3 6
2 4 34
2 5 37
2 6 21
2 7 36
2 8 29
2 11 50
2 15 6
2 17 41
2 21 1
2 24 60
2 26 76
2 27 62
2 29 14
2 30 82
2 31 35
2 32 73
2 33 46
2 35 39
2 37 63
2 42 23
2 43 6
2 46 33
2 47 78
2 48 30
2 49 77
2 53 55
2 54 70
2 57 64
2 58 50
2 59 82
2 61 56
2 62 74
2 63 76
2 65 25
2 67 56
2 68 1
2 69 14
2 70 1
2 71 41
2 74 45
2 75 10
2 76 54
2 80 10
2 83 22
2 84 67
2 86 7
2 88 50
2 91 80
2 93 4
3 5 28
3 10 74
3 11 54
3 12 71
3 14 31
3 19 69
3 21 31
3 22 32
3 23 69
3 27 48
3 29 31
3 31 50
3 32 64
3 38 15
3 49 52
3 50 9
3 51 71
3 54 36
3 55 22
3 59 44
3 60 74
3 65 49
3 66 9
3 69 28
3 76 71
3 79 26
3 80 44
3 81 36
3 82 76
3 83 76
3 84 48
3 86 74
3 87 2
3 90 35
3 94 51
3 99 66
4 5 22
4 8 2
4 11 41
4 12 33
4 16 18
4 20 37
4 22 12
4 25 55
4 29 27
4 30 46
4 31 32
4 35 5
4 38 69
4 40 17
4 41 47
4 45 6
4 50 22
4 51 63
4 52 21
4 57 41
4 58 31
4 60 10
4 64 21
4 68 2
4 71 1
4 79 36
4 80 27
4 83 62
4 84 16
4 86 5
4 87 37
4 88 4
4 89 14
4 90 40
4 91 26
4 92 75
4 94 27
4 99 25
5 6 63
5 7 30
5 8 36
5 9 11
5 12 69
5 13 49
5 18 36
5 21 16
5 25 73
5 26 17
5 27 32
5 28 67
5 31 17
5 32 8
