860 36983
1 14 12
1 29 5
1 30 25
1 33 19
1 44 8
1 46 1
1 55 19
1 63 27
1 66 8
1 68 19
1 70 3
1 86 24
1 88 7
1 92 20
1 95 11
1 96 8
1 100 26
1 101 15
1 103 25
1 104 23
1 113 7
1 122 18
1 125 12
1 144 11
1 155 25
1 165 15
1 184 1
1 186 23
1 216 15
1 217 1
1 224 12
1 227 23
1 233 17
1 254 10
1 261 3
1 274 15
1 278 22
1 289 9
1 311 14
1 321 9
1 329 5
1 332 11
1 375 27
1 430 3
1 434 7
1 475 14
1 482 7
1 488 11
1 496 21
1 497 1
1 507 6
1 537 24
1 542 14
1 550 3
1 554 5
1 560 13
1 567 20
1 572 27
1 583 21
1 598 5
1 628 13
1 634 17
1 644 27
1 647 3
1 654 22
1 667 9
1 673 21
1 682 5
1 692 4
1 694 1
1 704 1
1 714 7
1 719 7
1 720 19
1 743 9
1 751 12
1 759 11
1 789 5
1 797 10
1 799 2
1 848 23
2 25 22
2 78 21
2 98 5
2 106 16
2 116 24
2 126 23
2 151 11
2 156 21
2 185 16
2 200 19
2 202 11
2 205 4
2 248 21
2 249 15
2 251 15
2 257 27
2 265 4
2 275 17
2 280 13
2 300 26
2 320 20
2 327 2
2 361 28
2 385 8
2 386 9
2 388 22
2 395 21
2 402 20
2 413 11
2 417 20
2 418 25
2 433 8
2 446 1
2 452 19
2 466 12
2 482 28
2 502 9
2 510 2
2 528 9
2 544 18
2 555 27
2 559 27
2 575 1
2 578 8
2 582 2
2 583 17
2 584 13
2 588 17
2 589 22
2 592 15
2 613 22
2 614 23
2 629 18
2 642 8
2 643 1
2 646 2
2 647 5
2 654 15
2 665 7
2 689 13
2 705 26
2 723 24
2 725 7
2 726 15
2 732 27
2 739 28
2 743 6
2 748 24
2 754 8
2 763 11
2 767 10
2 771 22
2 777 25
2 784 11
2 795 12
2 797 16
2 800 12
2 824 2
2 827 25
2 840 5
2 854 22
3 15 22
3 31 14
3 49 17
3 53 25
3 54 12
3 57 26
3 59 6
3 63 23
3 92 1
3 149 8
3 180 23
3 182 27
3 199 8
3 215 4
3 226 25
3 229 24
3 238 27
3 240 19
3 246 24
3 250 1
3 268 7
3 292 26
3 295 4
