100 486
1 14 41
1 29 33
1 30 33
1 33 1
1 44 55
1 46 59
1 55 60
1 63 74
1 66 72
1 68 39
1 70 82
1 86 2
1 88 46
1 92 12
1 95 45
1 96 68
1 100 63
2 3 63
2 5 27
2 6 57
2 15 73
2 24 25
2 27 75
2 46 58
2 57 16
2 67 81
2 86 59
2 88 39
3 21 63
3 22 55
3 29 47
3 32 55
3 38 78
3 59 11
3 66 57
3 79 47
3 83 58
3 94 59
4 20 30
4 30 28
4 38 78
4 41 14
4 84 82
5 44 24
5 48 6
5 89 34
5 96 37
6 8 21
6 16 36
6 17 29
6 27 50
6 57 6
6 62 41
6 70 1
6 74 60
6 80 76
6 87 62
6 92 14
7 10 82
7 25 35
7 55 73
7 61 46
7 71 39
7 74 63
7 81 23
7 94 6
7 100 33
8 17 78
8 27 30
8 29 77
8 39 55
8 49 70
8 54 64
8 55 50
8 78 82
8 86 56
8 94 74
9 33 76
9 41 25
9 43 56
9 92 1
10 37 14
10 90 1
11 21 41
11 29 45
11 39 10
11 49 54
11 74 10
11 79 22
12 20 67
12 35 7
12 37 50
12 40 80
12 83 4
12 84 28
12 86 74
12 92 54
12 100 71
13 23 31
13 28 69
13 48 31
13 68 32
13 75 69
14 23 48
14 47 31
14 48 50
14 50 64
14 57 15
14 64 52
14 75 9
14 79 71
14 80 36
14 95 22
15 23 44
15 29 74
15 43 49
15 59 9
15 79 28
15 87 71
16 21 26
16 37 44
16 48 36
16 52 76
16 68 76
16 71 48
16 75 74
16 76 2
16 77 35
16 81 51
16 82 66
16 85 22
17 23 2
17 24 41
17 39 33
17 52 18
17 53 37
17 56 12
17 57 55
17 64 27
17 75 46
17 99 32
18 33 5
18 51 69
18 53 17
18 54 47
18 60 6
18 67 22
18 71 63
18 76 21
18 82 41
18 91 31
18 95 10
18 99 21
19 24 2
19 31 1
19 42 36
19 44 27
19 47 62
19 71 16
19 74 5
19 87 37
20 21 4
20 39 14
20 55 40
20 73 26
20 77 75
20 78 27
20 81 25
20 83 63
20 87 30
21 37 36
21 94 11
22 47 69
22 49 49
22 66 36
22 82 16
22 93 73
22 96 17
23 28 32
23 30 67
23 36 17
23 40 8
23 58 21
23 82 6
23 85 24
23 92 26
24 35 44
24 41 69
24 42 70
24 59 26
24 95 43
25 33 61
25 47 67
25 77 28
25 79 47
26 47 1
26 56 12
26 58 7
26 60 48
26 61 39
26 69 51
26 98 41
27 38 75
27 57 80
27 63 14
27 64 11
27 88 5
27 90 16
28 32 22
28 39 40
28 44 17
