100 3692
1 2 11
1 3 26
1 5 9
1 6 9
1 7 1
1 8 14
1 9 15
1 10 28
1 11 15
1 12 23
1 13 19
1 14 18
1 15 10
1 16 23
1 17 21
1 18 28
1 19 1
1 21 12
1 24 3
1 26 26
1 27 21
1 28 12
1 29 17
1 30 16
1 31 16
1 32 7
1 33 27
1 36 15
1 38 19
1 40 7
1 41 22
1 42 19
1 43 15
1 44 4
1 46 21
1 50 15
1 51 23
1 52 10
1 53 16
1 55 14
1 56 12
1 57 22
1 58 14
1 59 20
1 60 3
1 61 15
1 63 23
1 64 12
1 65 15
1 66 15
1 68 23
1 69 8
1 70 7
1 71 20
1 72 4
1 74 21
1 75 6
1 76 25
1 78 27
1 79 2
1 82 24
1 83 9
1 85 10
1 86 6
1 87 9
1 88 8
1 89 13
1 90 2
1 91 11
1 92 1
1 94 27
1 95 15
1 96 19
1 97 16
1 98 25
1 100 4
2 3 21
2 4 23
2 5 26
2 6 9
2 7 25
2 8 19
2 10 12
2 11 10
2 13 16
2 14 6
2 15 2
2 16 9
2 17 25
2 18 20
2 21 8
2 22 20
2 24 25
2 25 27
2 26 14
2 27 18
2 28 16
2 29 21
2 30 27
2 31 28
2 32 13
2 33 21
2 35 14
2 36 25
2 37 19
2 38 28
2 42 19
2 43 7
2 46 23
2 47 14
2 48 21
2 49 1
2 51 4
2 52 1
2 53 11
2 54 12
2 55 22
2 56 3
2 57 14
2 58 28
2 59 3
2 61 6
2 62 17
2 63 26
2 65 26
2 66 2
2 67 13
2 68 20
2 69 1
2 70 7
2 71 19
2 74 14
2 75 23
2 76 21
2 78 27
2 80 18
2 82 8
2 83 18
2 84 8
2 86 8
2 87 22
2 88 18
2 90 12
2 91 8
2 92 13
2 93 24
2 100 16
3 4 22
3 5 4
3 7 13
3 10 3
3 11 18
3 12 22
3 14 9
3 19 23
3 21 6
3 22 11
3 23 19
3 25 13
3 26 24
3 27 3
3 29 7
3 30 18
3 31 7
3 32 11
3 34 9
3 35 26
3 37 19
3 38 19
3 39 12
3 41 23
3 42 19
3 46 1
3 47 9
3 48 13
3 49 17
3 50 6
3 51 23
3 53 24
3 54 1
3 55 11
3 56 9
3 59 5
3 60 10
3 61 27
3 63 3
3 65 14
3 66 7
3 68 12
3 69 8
3 71 2
3 74 22
3 75 18
3 76 22
3 77 23
3 79 23
3 80 5
3 81 12
3 82 2
3 83 22
3 84 6
3 86 24
3 87 16
3 88 6
