100 2076
1 2 41
1 5 33
1 7 33
1 9 1
1 13 55
1 14 59
1 15 60
1 17 39
1 18 2
1 19 46
1 27 12
1 29 45
1 30 63
1 31 63
1 33 27
1 36 57
1 38 25
1 44 58
1 46 16
1 55 59
1 56 39
1 59 63
1 60 55
1 63 47
1 64 55
1 65 11
1 66 57
1 68 47
1 69 58
1 70 59
1 71 30
1 74 28
1 76 14
1 78 24
1 86 6
1 88 34
1 89 37
1 91 21
1 92 36
1 94 29
1 95 50
1 96 6
1 97 41
1 100 1
2 3 60
2 4 62
2 5 14
2 6 35
2 7 46
2 8 39
2 11 63
2 15 23
2 17 6
2 21 33
2 24 30
2 26 55
2 27 64
2 29 50
2 30 56
2 31 25
2 32 56
2 33 1
2 35 14
2 37 1
2 42 41
2 43 45
2 46 10
2 47 54
2 48 10
2 49 22
2 53 7
2 54 50
2 57 4
2 58 28
2 59 54
2 61 31
2 62 31
2 63 32
2 65 48
2 67 31
2 68 50
2 69 64
2 70 15
2 71 52
2 74 9
2 75 36
2 76 22
2 80 44
2 83 49
2 84 9
2 86 28
2 88 26
2 91 44
2 93 36
3 5 48
3 10 2
3 11 35
3 12 51
3 14 22
3 19 2
3 21 41
3 22 33
3 23 18
3 27 37
3 29 12
3 31 55
3 32 27
3 38 46
3 49 32
3 50 5
3 51 17
3 54 47
3 55 6
3 59 22
3 60 63
3 65 21
3 66 41
3 69 31
3 76 10
3 79 21
3 80 2
3 81 1
3 82 36
3 83 27
3 84 62
3 86 16
3 87 5
3 90 37
3 94 4
3 99 14
4 5 40
4 8 26
4 11 27
4 12 25
4 16 63
4 20 30
4 22 36
4 25 11
4 29 49
4 30 36
4 31 16
4 35 17
4 38 32
4 40 17
4 41 8
4 45 21
4 50 6
4 51 24
4 52 26
4 57 44
4 58 26
4 60 43
4 64 61
4 68 28
4 71 47
4 79 1
4 80 12
4 83 7
4 84 48
4 86 39
4 87 51
4 88 41
4 89 14
4 90 11
4 91 5
4 92 16
4 94 22
4 99 40
5 6 17
5 7 59
5 8 40
5 9 42
5 12 48
5 13 41
5 18 14
5 21 12
5 25 57
5 26 13
5 27 17
5 28 46
5 31 55
5 32 53
