860 96015
1 2 12
1 13 5
1 14 25
1 18 19
1 29 8
1 30 1
1 33 19
1 36 27
1 44 8
1 46 19
1 55 3
1 56 24
1 63 7
1 64 20
1 66 11
1 68 8
1 70 26
1 71 15
1 76 25
1 86 23
1 88 7
1 91 18
1 92 12
1 94 11
1 95 25
1 96 15
1 97 1
1 100 23
1 101 15
1 103 1
1 104 12
1 105 23
1 113 17
1 115 10
1 122 3
1 125 15
1 133 22
1 135 9
1 144 14
1 146 9
1 152 5
1 155 11
1 160 27
1 161 3
1 163 7
1 165 14
1 166 7
1 169 11
1 172 21
1 178 1
1 181 6
1 184 24
1 186 14
1 189 3
1 191 5
1 216 13
1 217 20
1 222 27
1 224 21
1 226 5
1 227 13
1 233 17
1 244 27
1 246 3
1 254 22
1 255 9
1 261 21
1 264 5
1 271 4
1 274 1
1 275 1
1 277 7
1 278 7
1 279 19
1 281 9
1 282 12
1 285 11
1 289 5
1 296 10
1 299 2
1 303 23
1 311 22
1 316 21
1 320 5
1 321 16
1 322 24
1 329 23
1 332 11
1 342 21
1 355 16
1 370 19
1 371 11
1 374 4
1 375 21
1 378 15
1 379 15
1 381 27
1 382 4
1 390 17
1 392 13
1 393 26
1 395 20
1 407 2
1 411 28
1 412 8
1 413 9
1 414 22
1 418 21
1 422 20
1 427 11
1 428 20
1 430 25
1 434 8
1 442 1
1 463 19
1 465 12
1 468 28
1 469 9
1 475 2
1 482 9
1 484 18
1 485 27
1 488 27
1 496 1
1 497 8
1 499 2
1 506 17
1 507 13
1 510 17
1 512 22
1 522 15
1 525 22
1 526 23
1 527 18
1 530 8
1 532 1
1 537 2
1 538 5
1 542 15
1 550 7
1 554 13
1 557 26
1 560 24
1 567 7
1 572 15
1 583 27
1 592 28
1 598 6
1 599 24
1 605 8
1 618 11
1 628 10
1 634 22
1 639 25
1 640 11
1 641 12
1 644 16
1 645 12
1 646 2
1 647 25
1 649 5
1 654 22
1 662 22
1 666 14
1 667 17
1 671 25
1 673 12
1 680 26
1 681 6
1 682 23
1 686 1
1 690 8
1 692 23
