1620 341331
1 2 43
1 13 22
1 14 2
1 18 27
1 29 9
1 30 16
1 33 22
1 36 3
1 44 19
1 46 10
1 55 24
1 56 31
1 63 36
1 64 42
1 66 8
1 68 14
1 70 5
1 71 24
1 76 13
1 86 37
1 88 3
1 91 23
1 92 22
1 94 46
1 95 3
1 96 44
1 97 4
1 100 37
1 101 12
1 103 36
1 104 5
1 105 1
1 113 7
1 115 28
1 122 22
1 125 9
1 133 17
1 135 2
1 144 25
1 146 8
1 152 35
1 155 19
1 160 19
1 161 11
1 163 16
1 165 34
1 166 23
1 169 7
1 172 36
1 178 6
1 181 26
1 184 37
1 186 11
1 189 26
1 191 41
1 216 4
1 217 3
1 222 21
1 224 46
1 226 4
1 227 6
1 233 31
1 244 9
1 246 41
1 254 16
1 255 11
1 261 42
1 264 25
1 271 31
1 274 42
1 275 21
1 277 30
1 278 33
1 279 40
1 281 29
1 282 20
1 285 23
1 289 42
1 296 28
1 299 8
1 303 21
1 311 30
1 316 25
1 320 45
1 321 3
1 322 18
1 329 43
1 332 12
1 342 29
1 355 6
1 370 30
1 371 20
1 374 28
1 375 24
1 378 23
1 379 43
1 381 3
1 382 18
1 390 26
1 392 41
1 393 42
1 395 44
1 407 28
1 411 40
1 412 30
1 413 27
1 414 11
1 418 23
1 422 23
1 427 29
1 428 19
1 430 8
1 434 27
1 442 17
1 463 23
1 465 22
1 468 1
1 469 9
1 475 25
1 482 38
1 484 22
1 485 14
1 488 35
1 496 13
1 497 30
1 499 25
1 506 30
1 507 34
1 510 44
1 512 33
1 522 28
1 525 33
1 526 25
1 527 13
1 530 39
1 532 10
1 537 12
1 538 3
1 542 2
1 550 40
1 554 43
1 557 6
1 560 26
1 567 4
1 572 15
1 583 24
1 592 39
1 598 24
1 599 39
1 605 19
1 618 17
1 628 43
1 634 23
1 639 31
1 640 36
1 641 38
1 644 39
1 645 20
1 646 33
1 647 10
1 649 34
1 654 30
1 662 35
1 666 2
1 667 7
1 671 19
1 673 27
1 680 44
1 681 38
1 682 13
1 686 15
1 690 16
1 692 20
1 694 11
1 704 41
1 709 36
1 714 32
1 715 36
1 718 25
1 719 34
1 720 14
1 724 9
1 728 37
1 735 12
1 737 20
1 743 12
1 745 38
1 746 39
1 748 21
1 751 35
1 757 17
1 759 35
1 786 39
1 789 8
1 790 35
1 797 22
1 799 39
1 810 44
