1240 199824
1 2 33
1 13 19
1 14 15
1 18 2
1 29 32
1 30 36
1 33 23
1 36 19
1 44 7
1 46 31
1 55 39
1 56 8
1 63 41
1 64 12
1 66 2
1 68 38
1 70 3
1 71 11
1 76 7
1 86 18
1 88 26
1 91 12
1 92 38
1 94 29
1 95 26
1 96 43
1 97 12
1 100 11
1 101 18
1 103 39
1 104 12
1 105 45
1 113 16
1 115 42
1 122 43
1 125 7
1 133 8
1 135 9
1 144 8
1 146 18
1 152 36
1 155 13
1 160 26
1 161 37
1 163 22
1 165 30
1 166 22
1 169 24
1 172 36
1 178 41
1 181 41
1 184 16
1 186 38
1 189 10
1 191 37
1 216 8
1 217 37
1 222 40
1 224 1
1 226 41
1 227 34
1 233 27
1 244 4
1 246 30
1 254 46
1 255 11
1 261 20
1 264 1
1 271 2
1 274 23
1 275 13
1 277 9
1 278 44
1 279 44
1 281 10
1 282 11
1 285 25
1 289 27
1 296 7
1 299 43
1 303 29
1 311 8
1 316 19
1 320 27
1 321 33
1 322 2
1 329 29
1 332 1
1 342 27
1 355 7
1 370 23
1 371 19
1 374 9
1 375 4
1 378 10
1 379 10
1 381 29
1 382 10
1 390 41
1 392 14
1 393 18
1 395 7
1 407 15
1 411 27
1 412 30
1 413 21
1 414 28
1 418 37
1 422 12
1 427 19
1 428 13
1 430 2
1 434 36
1 442 40
1 463 17
1 465 26
1 468 33
1 469 23
1 475 24
1 482 46
1 484 8
1 485 16
1 488 14
1 496 1
1 497 7
1 499 10
1 506 19
1 507 20
1 510 17
1 512 15
1 522 18
1 525 45
1 526 23
1 527 43
1 530 3
1 532 5
1 537 20
1 538 20
1 542 37
1 550 23
1 554 37
1 557 30
1 560 35
1 567 37
1 572 31
1 583 15
1 592 43
1 598 8
1 599 5
1 605 13
1 618 46
1 628 1
1 634 42
1 639 9
1 640 14
1 641 28
1 644 46
1 645 38
1 646 10
1 647 32
1 649 13
1 654 25
1 662 36
1 666 13
1 667 34
1 671 23
1 673 20
1 680 38
1 681 39
1 682 28
1 686 45
1 690 28
1 692 14
1 694 32
1 704 20
1 709 10
1 714 6
1 715 24
1 718 32
1 719 16
1 720 14
1 724 12
1 728 8
1 735 13
1 737 4
1 743 39
1 745 2
1 746 39
1 748 40
1 751 24
1 757 8
1 759 1
1 786 46
1 789 21
1 790 39
1 797 5
1 799 20
1 810 44
1 811 14
1 814 37
1 816 30
1 821 37
1 823 5
1 827 1
1 828 34
1 831 12
1 833 37
1 841 34
1 845 13
1 848 38
1 851 38
1 852 8
1 854 28
1 858 14
1 860 1
1 865 10
1 869 32
1 872 39
1 874 17
1 878 13
1 883 34
1 884 46
1 889 25
1 891 24
1 892 1
1 893 38
1 898 1
1 904 46
1 911 6
1 916 18
1 917 43
1 923 36
1 928 43
1 936 22
1 938 31
1 939 10
1 956 40
1 960 20
1 964 15
1 972 19
1 974 28
1 977 31
1 979 31
1 984 44
1 1009 18
1 1011 24
1 1013 27
1 1014 14
1 1018 17
1 1032 9
1 1033 23
1 1043 39
1 1049 7
1 1058 26
1 1060 18
1 1063 6
1 1082 1
1 1084 17
1 1085 14
1 1089 24
1 1094 7
1 1097 16
1 1102 6
1 1103 41
1 1104 6
1 1106 13
1 1107 4
1 1108 37
1 1109 6
1 1110 3
1 1114 23
1 1115 16
1 1117 18
1 1123 9
1 1125 25
1 1126 18
1 1131 31
1 1132 23
1 1133 13
1 1136 43
1 1137 26
1 1138 41
1 1146 42
1 1147 18
1 1158 1
1 1161 11
1 1162 30
1 1166 42
1 1167 42
1 1178 5
1 1183 2
1 1185 24
1 1187 9
1 1192 9
1 1194 4
1 1197 20
1 1209 38
1 1219 42
1 1221 5
1 1223 14
1 1230 24
1 1231 23
1 1232 16
1 1235 19
2 3 2
2 4 24
2 5 1
2 6 39
2 7 8
2 8 32
2 15 40
2 22 4
2 25 22
2 27 6
2 30 24
2 32 27
2 33 9
2 37 21
2 38 25
2 44 11
2 45 30
2 53 35
2 54 29
2 66 6
2 72 26
2 76 16
2 80 44
2 86 32
2 87 25
2 102 12
2 110 38
2 121 28
2 122 1
2 125 44
2 130 6
2 136 6
2 139 39
2 147 8
2 148 37
2 153 43
2 156 11
2 158 1
2 161 19
2 164 39
2 172 33
2 175 4
2 179 5
2 181 41
2 182 13
2 192 20
2 195 16
2 198 10
2 202 13
2 203 32
2 204 36
2 208 44
2 209 25
2 212 45
2 216 2
2 222 17
2 227 17
2 233 5
2 234 25
2 237 43
2 239 42
2 241 1
2 246 37
2 249 34
2 253 4
2 258 1
2 262 25
2 263 20
2 265 25
2 266 42
2 267 29
2 269 41
2 272 40
2 274 42
2 280 19
2 282 7
2 285 17
2 292 28
2 293 40
2 294 30
2 297 45
2 307 12
2 309 23
2 310 36
2 311 37
2 322 39
2 325 39
2 327 21
2 343 40
2 345 37
2 346 43
2 349 12
2 352 14
2 357 14
2 359 25
2 363 39
2 367 5
2 368 11
2 372 39
2 373 2
2 374 4
2 378 43
2 379 19
2 382 18
2 383 29
2 384 8
2 387 21
2 391 28
2 396 21
2 397 4
2 400 30
2 401 33
2 404 4
2 408 36
2 410 12
2 413 26
2 415 17
2 417 42
2 418 21
2 420 1
2 421 21
2 430 8
2 435 3
2 444 11
2 446 8
2 447 5
2 451 4
2 456 1
2 459 6
2 460 46
2 461 45
2 474 44
2 480 7
2 486 33
2 488 19
2 492 8
2 494 28
2 496 13
2 502 40
2 508 8
2 509 22
2 510 21
2 514 10
2 515 11
2 518 31
2 526 7
2 527 44
2 530 44
2 531 5
2 534 17
2 536 42
2 537 39
2 540 36
2 548 11
2 564 1
2 565 27
2 567 33
2 568 10
2 569 24
2 573 33
2 574 30
2 576 41
2 577 1
2 582 24
2 587 7
2 588 5
2 595 21
2 596 10
2 604 39
2 605 43
2 607 24
2 609 32
2 614 44
2 620 22
2 622 14
2 626 9
2 629 33
2 634 14
2 637 38
2 638 31
2 639 11
2 641 14
2 645 29
2 646 35
2 657 28
2 659 27
2 665 7
2 674 43
2 676 6
2 677 9
2 678 27
2 692 6
2 698 21
2 703 17
2 705 2
2 706 16
2 714 31
2 715 35
2 717 26
2 723 12
2 724 2
2 727 36
2 730 17
2 732 22
2 741 39
2 745 25
2 748 34
2 750 12
2 753 18
