100 2905
1 2 41
1 3 33
1 5 33
1 7 1
1 9 55
1 10 59
1 12 60
1 13 74
1 14 72
1 15 39
1 17 82
1 18 2
1 19 46
1 21 12
1 24 45
1 26 68
1 27 63
1 28 63
1 29 27
1 30 57
1 31 73
1 32 25
1 33 75
1 36 58
1 38 16
1 44 81
1 46 59
1 51 39
1 52 63
1 55 55
1 56 47
1 57 55
1 59 78
1 60 11
1 63 57
1 64 47
1 65 58
1 66 59
1 68 30
1 69 28
1 70 78
1 71 14
1 74 82
1 75 24
1 76 6
1 78 34
1 79 37
1 83 21
1 85 36
1 86 29
1 88 50
1 89 6
1 91 41
1 92 1
1 94 60
1 95 76
1 96 62
1 97 14
1 98 82
1 100 35
2 3 73
2 4 46
2 5 39
2 6 63
2 7 23
2 8 6
2 10 33
2 11 78
2 14 30
2 15 77
2 17 55
2 21 70
2 24 64
2 25 50
2 26 82
2 27 56
2 28 74
2 29 76
2 30 25
2 31 56
2 32 1
2 33 14
2 35 1
2 37 41
2 38 45
2 42 10
2 43 54
2 46 10
2 47 22
2 48 67
2 49 7
2 52 50
2 53 80
2 54 4
2 57 28
2 58 74
2 59 54
2 61 71
2 62 31
2 63 69
2 65 31
2 66 32
2 67 69
2 68 48
2 69 31
2 70 50
2 71 64
2 74 15
2 75 52
2 76 9
2 78 71
2 80 36
2 82 22
2 83 44
2 84 74
2 86 49
2 87 9
2 88 28
2 90 71
2 91 26
2 93 44
2 100 36
3 5 76
3 10 76
3 11 48
3 12 74
3 14 2
3 19 35
3 21 51
3 22 66
3 23 22
3 27 2
3 29 41
3 30 33
3 31 18
3 32 37
3 34 12
3 35 55
3 38 27
3 46 46
3 47 32
3 49 5
3 50 69
3 51 17
3 53 47
3 54 6
3 55 22
3 59 63
3 60 21
3 63 41
3 65 31
3 66 10
3 68 21
3 69 2
3 75 1
3 76 36
3 79 27
3 80 62
3 81 16
3 82 5
3 83 37
3 84 4
3 86 14
3 87 40
3 88 26
3 90 75
3 92 27
3 93 25
3 94 63
3 96 30
3 98 36
3 99 11
4 5 69
4 7 49
4 8 36
4 10 16
4 11 73
4 12 17
4 13 32
4 16 67
4 20 17
4 22 8
4 25 21
4 27 6
4 29 24
4 30 26
4 31 44
4 32 69
4 33 70
4 35 26
4 38 43
4 40 61
4 41 67
4 45 28
4 47 47
4 48 1
4 50 12
4 51 7
4 52 48
4 54 39
4 57 51
4 58 41
4 60 75
4 62 80
4 63 14
4 64 11
4 68 5
4 70 16
4 71 22
4 72 40
4 75 17
4 79 59
4 80 40
4 83 42
4 84 48
4 86 41
4 87 14
4 88 70
4 89 12
4 90 57
4 91 76
4 92 70
4 94 13
4 99 17
4 100 46
5 6 55
5 7 53
5 8 6
5 9 55
5 12 2
5 13 53
5 14 80
5 16 21
5 18 36
5 21 48
5 22 8
5 24 44
5 25 47
5 26 70
5 27 41
5 28 39
5 29 77
5 31 35
5 32 51
5 33 3
5 34 3
5 36 78
5 38 55
5 39 82
5 41 32
5 42 33
5 43 60
5 44 81
5 46 45
5 48 77
5 53 32
5 55 65
5 56 25
5 58 69
5 63 62
5 65 66
5 67 3
5 68 74
5 69 32
5 71 6
5 74 36
5 77 32
5 79 15
5 81 28
5 82 68
5 83 9
5 85 14
5 86 29
5 89 33
5 90 17
5 91 55
5 94 8
5 95 45
5 96 7
5 98 64
5 99 56
5 100 28
6 7 65
6 8 11
6 10 80
6 11 38
6 12 54
6 16 21
6 17 43
6 18 51
6 19 70
6 22 46
6 24 14
6 25 41
6 26 42
6 27 47
6 28 42
6 30 34
6 31 76
6 32 5
6 33 81
6 36 76
6 37 75
6 40 8
6 41 64
6 42 67
6 44 73
6 45 56
6 46 66
6 47 71
6 50 30
6 52 16
6 56 33
6 57 32
6 58 32
6 61 22
6 62 11
6 64 11
6 65 52
6 67 3
6 69 71
6 70 44
6 71 13
6 72 71
6 74 40
6 77 35
6 80 23
6 83 70
6 84 82
6 85 17
6 87 70
6 92 5
6 93 63
6 97 37
6 100 34
7 9 49
7 10 12
7 15 74
7 19 8
7 20 76
7 21 79
7 23 8
7 24 76
7 25 38
7 26 14
7 27 23
7 29 38
7 31 59
7 32 2
7 35 4
7 36 47
7 37 68
7 38 11
7 40 49
7 41 79
7 45 1
