1240 199824
1 2 38
1 13 29
1 14 4
1 18 63
1 29 45
1 30 37
1 33 13
1 36 61
1 44 15
1 46 23
1 55 4
1 56 5
1 63 22
1 64 14
1 66 36
1 68 51
1 70 24
1 71 58
1 76 52
1 86 23
1 88 22
1 91 35
1 92 23
1 94 31
1 95 13
1 96 16
1 97 18
1 100 16
1 101 35
1 103 26
1 104 51
1 105 44
1 113 60
1 115 43
1 122 48
1 125 31
1 133 20
1 135 15
1 144 1
1 146 54
1 152 8
1 155 59
1 160 22
1 161 40
1 163 1
1 165 3
1 166 45
1 169 26
1 172 17
1 178 20
1 181 22
1 184 50
1 186 53
1 189 13
1 191 57
1 216 15
1 217 37
1 222 53
1 224 3
1 226 58
1 227 2
1 233 53
1 244 14
1 246 46
1 254 38
1 255 18
1 261 8
1 264 20
1 271 20
1 274 57
1 275 19
1 277 28
1 278 36
1 279 13
1 281 30
1 282 53
1 285 59
1 289 41
1 296 55
1 299 23
1 303 38
1 311 25
1 316 3
1 320 33
1 321 52
1 322 45
1 329 47
1 332 16
1 342 32
1 355 27
1 370 1
1 371 13
1 374 19
1 375 38
1 378 40
1 379 33
1 381 29
1 382 36
1 390 45
1 392 6
1 393 9
1 395 40
1 407 39
1 411 45
1 412 59
1 413 61
1 414 29
1 418 15
1 422 9
1 427 25
1 428 1
1 430 18
1 434 27
1 442 55
1 463 20
1 465 64
1 468 26
1 469 49
1 475 26
1 482 45
1 484 40
1 485 55
1 488 56
1 496 27
1 497 63
1 499 39
1 506 19
1 507 11
1 510 47
1 512 63
1 522 31
1 525 28
1 526 24
1 527 16
1 530 25
1 532 8
1 537 4
1 538 48
1 542 15
1 550 2
1 554 41
1 557 9
1 560 40
1 567 27
1 572 59
1 583 9
1 592 2
1 598 23
1 599 25
1 605 16
1 618 56
1 628 27
1 634 2
1 639 20
1 640 63
1 641 34
1 644 25
1 645 50
1 646 48
1 647 1
1 649 1
1 654 11
1 662 35
1 666 44
1 667 62
1 671 19
1 673 40
1 680 30
1 681 38
1 682 56
1 686 61
1 690 61
1 692 35
1 694 47
1 704 54
1 709 27
1 714 33
1 715 18
1 718 45
1 719 14
1 720 52
1 724 36
1 728 12
1 735 1
1 737 33
1 743 28
1 745 47
1 746 13
1 748 31
1 751 11
1 757 12
1 759 26
1 786 7
1 789 12
1 790 6
1 797 46
1 799 31
1 810 35
1 811 18
1 814 50
1 816 35
1 821 62
1 823 45
1 827 25
1 828 51
1 831 35
1 833 2
1 841 21
1 845 59
1 848 10
1 851 4
1 852 48
1 854 18
1 858 17
1 860 8
1 865 40
1 869 10
1 872 28
1 874 48
1 878 46
1 883 32
1 884 38
1 889 3
1 891 48
1 892 2
1 893 16
1 898 64
1 904 7
1 911 43
1 916 11
1 917 48
1 923 54
1 928 18
1 936 42
1 938 50
1 939 22
1 956 59
1 960 58
1 964 11
1 972 51
1 974 32
1 977 64
1 979 49
1 984 24
1 1009 55
1 1011 2
1 1013 12
1 1014 12
1 1018 15
1 1032 21
1 1033 1
1 1043 38
1 1049 7
1 1058 9
1 1060 26
1 1063 39
1 1082 31
1 1084 20
1 1085 25
1 1089 63
1 1094 50
1 1097 3
1 1102 33
1 1103 33
1 1104 10
1 1106 49
1 1107 1
1 1108 8
1 1109 2
1 1110 49
1 1114 39
1 1115 49
1 1117 57
1 1123 37
1 1125 13
1 1126 33
1 1131 56
1 1132 59
1 1133 23
1 1136 45
1 1137 41
1 1138 23
1 1146 27
1 1147 28
1 1158 50
1 1161 10
1 1162 22
1 1166 3
1 1167 8
1 1178 37
1 1183 35
1 1185 57
1 1187 15
1 1192 42
1 1194 56
1 1197 42
1 1209 8
1 1219 60
1 1221 8
1 1223 23
1 1230 52
1 1231 33
1 1232 41
1 1235 2
2 3 42
2 4 16
2 5 6
2 6 21
2 7 15
2 8 10
2 15 7
2 22 1
2 25 11
2 27 13
2 30 37
2 32 15
2 33 56
2 37 25
2 38 16
2 44 44
2 45 41
2 53 20
2 54 21
2 66 61
2 72 13
2 76 10
2 80 33
2 86 22
2 87 1
2 102 53
2 110 20
2 121 47
2 122 59
2 125 2
2 130 47
2 136 14
2 139 9
2 147 42
2 148 20
2 153 48
2 156 64
2 158 43
2 161 28
2 164 17
2 172 27
2 175 61
2 179 22
2 181 27
2 182 57
2 192 56
2 195 54
2 198 14
2 202 11
2 203 17
2 204 53
2 208 11
2 209 41
2 212 34
2 216 4
2 222 31
2 227 61
2 233 52
2 234 23
2 237 3
2 239 34
2 241 44
2 246 49
2 249 24
2 253 35
2 258 33
2 262 19
2 263 40
2 265 22
2 266 24
2 267 9
2 269 43
2 272 3
2 274 52
2 280 63
2 282 45
2 285 57
2 292 28
2 293 54
2 294 15
2 297 59
2 307 28
2 309 55
2 310 7
2 311 28
2 322 49
2 325 59
2 327 24
2 343 11
2 345 38
2 346 43
2 349 64
2 352 63
2 357 47
2 359 21
2 363 34
2 367 60
2 368 8
2 372 18
2 373 21
2 374 24
2 378 51
2 379 59
2 382 26
2 383 55
2 384 61
2 387 35
2 391 37
2 396 46
2 397 33
2 400 49
2 401 57
2 404 56
2 408 6
2 410 60
2 413 25
2 415 29
2 417 36
2 418 19
2 420 32
2 421 29
2 430 12
2 435 46
2 444 15
2 446 16
2 447 8
2 451 32
2 456 59
2 459 55
2 460 20
2 461 42
2 474 13
2 480 44
2 486 62
2 488 15
2 492 1
2 494 27
2 496 40
2 502 35
2 508 28
2 509 5
2 510 33
2 514 62
2 515 40
2 518 17
2 526 27
2 527 20
2 530 60
2 531 2
2 534 31
2 536 19
2 537 35
2 540 33
2 548 29
2 564 33
2 565 15
2 567 19
2 568 7
2 569 37
2 573 8
2 574 58
2 576 17
2 577 54
2 582 13
2 587 1
2 588 30
2 595 4
2 596 1
2 604 62
2 605 28
2 607 5
2 609 52
2 614 11
2 620 45
2 622 40
2 626 53
2 629 50
2 634 26
2 637 27
2 638 52
2 639 3
2 641 10
2 645 14
2 646 3
2 657 49
2 659 7
2 665 4
2 674 43
2 676 36
2 677 28
2 678 25
2 692 35
2 698 53
2 703 31
2 705 8
2 706 43
2 714 36
2 715 10
2 717 22
2 723 4
2 724 63
2 727 42
2 730 9
2 732 25
2 741 24
2 745 62
2 748 57
2 750 37
2 753 59
2 755 42
2 757 7
2 762 7
2 769 18
2 771 37
2 772 17
2 779 6
2 780 14
2 788 4
2 796 30
2 798 18
2 799 55
2 804 26
2 805 19
2 808 4
2 818 49
2 822 63
2 827 52
2 840 46
2 850 40
2 853 26
2 858 19
2 861 5
2 862 60
2 868 40
2 871 2
2 874 38
2 879 58
2 884 45
2 885 58
2 887 40
2 895 12
2 902 55
2 903 16
2 906 31
2 915 33
2 917 50
2 920 55
2 922 52
2 930 8
2 933 50
2 939 40
2 944 7
2 946 2
2 948 32
2 953 58
2 954 26
2 957 57
2 959 47
2 968 31
2 970 21
2 972 43
2 973 62
2 974 6
2 978 49
2 981 56
2 991 43
2 999 48
2 1010 33
2 1013 23
2 1018 48
2 1022 43
2 1023 7
2 1026 35
2 1036 23
2 1042 26
2 1043 38
2 1048 19
2 1049 54
2 1061 1
2 1063 15
2 1064 23
2 1072 20
2 1073 37
2 1075 8
2 1084 58
2 1089 11
2 1091 4
2 1095 11
2 1096 17
2 1099 44
2 1101 61
2 1105 45
2 1106 49
2 1120 24
2 1128 20
2 1129 3
2 1130 22
2 1141 49
2 1145 9
2 1159 43
2 1163 60
2 1165 31
2 1166 23
2 1176 64
2 1178 47
2 1181 51
2 1186 2
2 1188 2
2 1192 25
2 1197 46
2 1203 40
2 1219 45
2 1224 48
2 1230 41
2 1234 43
2 1235 53
2 1238 27
3 4 9
3 12 61
3 15 7
3 16 63
3 23 44
3 24 39
3 29 34
3 32 5
3 34 15
3 41 18
3 54 43
3 60 49
3 65 26
3 67 19
3 70 51
3 73 23
3 75 28
3 79 4
3 80 59
3 84 47
3 96 54
3 97 58
3 105 62
3 108 23
3 109 17
3 111 25
3 112 51
3 115 6
3 117 48
3 121 42
3 133 53
3 135 48
3 138 31
3 146 15
3 149 64
3 155 56
3 159 53
3 161 17
3 166 50
3 167 46
3 181 53
3 183 42
3 197 33
3 204 44
3 205 46
3 208 45
3 210 33
3 212 20
3 221 2
3 226 48
3 228 6
3 233 33
3 237 57
3 244 55
3 246 13
3 249 48
3 253 30
3 257 52
3 258 16
3 261 60
3 262 53
3 265 42
3 267 32
3 274 1
3 275 13
3 276 34
3 279 53
3 280 45
3 281 37
3 288 18
3 291 62
3 292 10
3 293 53
3 295 39
3 296 30
3 301 52
3 304 52
3 307 11
3 311 8
3 314 34
3 330 13
3 331 63
3 333 18
3 336 53
3 339 59
3 343 35
3 346 60
3 348 47
3 350 31
3 360 56
3 372 55
3 373 16
3 381 6
3 384 28
3 386 62
3 399 19
3 404 30
3 406 38
3 408 50
3 409 30
3 412 5
3 415 50
3 417 34
3 422 1
3 432 29
3 435 7
3 448 54
3 449 40
3 451 24
3 453 47
3 457 46
3 460 5
3 461 37
3 463 16
3 467 42
3 468 27
3 470 60
3 472 58
3 475 12
3 476 33
3 478 60
3 481 28
3 483 56
3 484 28
3 485 16
3 492 8
3 496 27
3 497 45
3 499 50
3 502 17
3 503 13
3 504 16
3 506 64
3 508 24
3 516 53
3 518 41
3 519 21
3 522 37
3 524 19
3 529 54
3 533 55
3 535 45
3 536 9
3 537 30
3 541 32
3 546 60
3 548 31
3 549 37
3 553 4
3 554 18
3 558 17
3 559 44
3 562 50
3 570 29
3 573 11
3 574 7
3 576 20
3 579 50
3 581 25
3 585 26
3 587 24
3 592 21
3 596 61
3 598 31
3 604 8
3 605 27
3 608 47
3 615 25
3 616 6
3 623 33
3 625 46
3 633 21
3 638 40
3 647 32
3 650 43
3 657 20
3 660 58
3 663 8
3 666 21
3 667 6
3 668 21
3 680 15
3 681 16
3 686 9
3 687 21
3 688 48
3 692 46
3 693 51
3 694 5
3 697 29
3 698 64
3 700 28
3 701 52
3 708 16
3 710 31
3 720 14
3 725 36
3 727 4
3 735 15
3 743 25
3 746 8
3 748 13
3 754 62
3 755 12
3 757 53
3 758 8
3 759 24
3 760 36
3 761 41
3 770 59
3 771 48
3 775 60
3 777 45
3 786 23
3 795 61
3 797 57
3 801 15
3 804 55
3 819 45
3 821 31
3 824 8
3 827 60
3 828 58
3 833 33
3 835 60
3 836 6
3 842 5
3 854 59
3 855 8
3 856 20
3 857 41
3 863 28
3 865 53
3 866 24
3 871 56
3 876 59
3 880 53
3 881 33
3 884 56
3 887 36
3 891 40
3 895 50
3 903 51
3 916 24
3 917 60
3 926 4
3 929 47
3 931 10
3 932 16
3 933 63
3 938 2
3 940 2
3 945 6
3 950 10
3 951 34
3 963 42
3 972 3
3 975 35
3 976 37
3 979 33
3 983 59
3 988 2
3 995 28
3 998 47
3 1001 63
3 1004 39
3 1012 58
3 1015 20
3 1016 29
3 1017 31
3 1019 27
3 1020 19
3 1024 32
3 1025 46
3 1027 34
3 1028 24
3 1036 3
3 1039 3
3 1041 24
3 1042 59
3 1043 40
3 1046 23
3 1053 24
3 1058 27
3 1059 1
3 1061 3
3 1063 12
3 1065 11
3 1066 30
3 1069 30
3 1071 38
3 1081 16
3 1083 56
3 1090 5
3 1093 58
3 1095 24
3 1098 31
3 1104 57
3 1114 8
3 1121 18
3 1123 50
3 1126 50
3 1128 35
3 1129 44
3 1130 36
3 1131 23
3 1140 47
3 1142 40
3 1144 48
3 1157 34
3 1160 42
3 1162 57
3 1163 9
3 1166 55
3 1171 20
3 1177 25
3 1181 13
3 1187 14
3 1194 42
3 1199 60
3 1211 20
3 1212 38
3 1215 24
3 1217 38
3 1222 22
3 1226 64
3 1228 49
3 1229 14
3 1233 53
3 1234 40
3 1235 24
3 1240 13
4 7 13
4 8 9
4 14 18
4 17 64
4 18 28
4 19 18
4 20 27
4 23 12
4 26 47
4 43 4
4 44 46
4 45 9
4 46 24
4 47 41
4 52 22
4 59 14
4 67 37
4 72 12
4 79 6
4 85 45
4 92 22
4 94 46
4 101 41
4 106 64
4 110 45
4 111 50
4 114 18
4 116 60
4 120 4
4 123 49
4 124 3
4 129 35
4 138 18
4 140 20
4 147 46
4 156 15
4 166 19
4 168 22
4 170 24
4 174 51
4 182 3
4 183 7
4 187 4
4 202 45
4 204 53
4 207 28
4 214 2
4 215 36
4 217 57
4 219 38
4 229 60
4 237 29
4 238 15
4 242 4
4 245 48
4 251 19
4 253 8
4 256 29
4 261 29
4 267 30
4 271 17
4 273 44
4 278 2
4 282 9
4 283 4
4 286 43
4 287 36
4 290 16
4 291 27
4 298 28
4 302 60
4 306 61
4 309 41
4 310 52
4 312 23
4 313 44
4 320 61
4 324 26
4 327 57
4 329 41
4 333 16
4 334 12
4 336 1
4 338 25
4 345 47
4 347 4
4 348 53
4 352 61
4 353 59
4 354 44
4 356 34
4 357 25
4 360 29
4 364 61
4 366 11
4 381 30
4 384 48
4 385 52
4 386 20
4 392 19
4 395 4
4 396 60
4 398 12
4 404 7
4 410 2
4 412 35
4 416 53
4 428 35
4 429 17
4 437 62
4 444 45
4 445 16
4 451 60
4 452 21
4 458 38
4 460 23
4 462 48
4 464 8
4 465 27
4 466 9
4 477 24
4 478 49
4 481 8
4 482 5
4 484 34
4 487 59
4 499 22
4 501 61
4 503 25
4 523 53
4 524 21
4 528 14
4 533 18
4 534 56
4 538 25
4 544 11
4 548 57
4 553 63
4 558 29
4 559 64
4 568 40
4 571 56
4 573 21
4 580 19
4 584 54
4 585 22
4 587 29
4 590 35
4 594 46
4 598 5
4 600 58
4 601 37
4 605 41
4 606 12
4 609 12
4 612 51
4 615 19
4 620 1
4 631 7
4 632 10
4 639 28
4 646 52
4 648 45
4 654 55
4 658 29
4 661 61
4 662 58
4 663 5
4 666 36
4 668 13
4 674 39
4 676 23
4 679 12
4 680 4
4 683 32
4 685 9
4 687 20
4 688 51
4 694 2
4 697 5
4 698 27
4 700 31
4 702 29
4 705 43
4 720 50
4 727 33
4 732 62
4 733 42
4 734 21
4 737 45
4 739 40
4 744 42
4 747 42
4 753 24
4 755 10
4 756 37
4 762 54
4 773 37
4 776 55
4 781 27
4 784 30
4 786 13
4 787 6
4 789 3
4 793 64
4 799 26
4 800 28
4 801 40
4 809 44
4 814 51
4 815 22
4 823 46
4 824 8
4 825 63
4 829 41
4 831 51
4 836 59
4 851 5
4 855 40
4 856 63
4 861 41
4 869 53
4 870 55
4 874 55
4 879 28
4 880 60
4 891 29
4 892 8
4 893 15
4 898 11
4 903 43
4 910 17
4 917 30
4 919 19
4 930 54
4 940 50
4 949 30
4 950 43
4 955 39
4 959 60
4 962 34
4 966 39
4 971 31
4 974 10
4 979 9
4 980 60
4 983 38
4 985 52
4 997 44
4 1000 6
4 1001 17
4 1002 35
4 1012 17
4 1013 55
4 1018 56
4 1022 34
