100 1268
1 2 11
1 13 26
1 14 9
1 18 9
1 29 1
1 30 14
1 33 15
1 36 28
1 44 15
1 46 23
1 55 19
1 56 18
1 63 10
1 64 23
1 66 21
1 68 28
1 70 1
1 71 12
1 76 3
1 86 26
1 88 21
1 91 12
1 92 17
1 94 16
1 95 16
1 96 7
1 97 27
1 100 15
2 3 19
2 5 7
2 6 22
2 7 19
2 15 15
2 17 4
2 24 21
2 27 15
2 35 23
2 37 10
2 46 16
2 48 14
2 54 12
2 57 22
2 62 14
2 63 20
2 65 3
2 67 15
2 68 23
2 71 12
2 74 15
2 80 15
2 83 23
2 86 8
2 88 7
2 91 20
2 93 4
3 21 21
3 22 6
3 27 25
3 29 27
3 31 2
3 32 24
3 38 9
3 49 10
3 51 6
3 59 9
3 60 8
3 66 13
3 69 2
3 76 11
3 79 1
3 80 27
3 82 15
3 83 19
3 84 16
3 86 25
3 87 4
3 90 21
3 94 23
4 5 26
4 8 9
4 12 25
4 20 19
4 25 12
4 29 10
4 30 16
4 31 6
4 38 2
4 41 9
4 51 25
4 64 20
4 79 8
4 80 20
4 83 25
4 84 27
4 87 14
4 88 18
4 90 16
4 91 21
4 99 27
5 6 28
5 7 13
5 9 21
5 21 14
5 25 25
5 26 19
5 27 28
5 28 19
5 32 7
5 36 23
5 41 14
5 42 21
5 44 1
5 48 4
5 56 1
5 77 11
5 79 12
5 82 22
5 83 3
5 89 14
5 96 28
5 98 3
5 99 6
6 8 17
6 16 26
6 17 26
6 19 2
6 26 13
6 27 20
6 30 1
6 32 7
6 42 19
6 45 14
6 46 23
6 47 21
6 50 27
6 52 18
6 57 8
6 58 18
6 62 8
6 70 8
6 74 22
6 77 18
6 80 12
6 87 8
6 92 13
7 10 24
7 19 16
7 25 22
7 26 4
7 32 13
7 45 3
7 55 18
7 61 22
7 66 9
7 67 23
7 68 6
7 71 11
7 72 19
7 73 13
7 74 24
7 76 3
7 81 7
7 89 18
7 93 7
7 94 11
7 98 9
7 100 26
8 15 19
8 16 19
8 17 12
8 21 23
8 25 19
8 27 1
8 29 9
8 39 13
8 44 17
8 49 6
8 50 23
8 53 24
8 54 1
8 55 11
8 59 9
8 63 5
8 70 10
8 72 27
8 78 3
8 80 14
8 81 7
8 83 12
8 86 8
8 92 2
8 94 22
9 30 18
9 33 22
9 34 23
9 41 23
9 43 5
9 54 12
9 55 2
9 58 22
9 60 6
9 65 24
9 67 16
9 71 6
9 72 25
9 75 11
9 77 8
9 85 3
9 89 6
9 92 1
9 95 1
9 96 9
9 98 22
10 12 7
10 14 16
10 19 4
10 23 26
10 26 2
10 28 10
10 32 1
10 37 4
10 38 10
10 43 23
10 45 7
10 46 19
10 47 7
10 52 26
10 58 7
10 65 16
10 70 8
10 71 9
10 77 3
10 82 18
10 90 13
10 92 9
10 93 4
11 21 19
11 25 23
11 29 28
11 37 5
11 39 8
11 42 17
11 44 27
11 49 28
11 74 24
11 76 5
11 78 2
11 79 6
11 83 2
11 97 6
11 98 24
12 20 7
12 26 11
12 35 18
12 37 18
12 40 7
12 59 11
12 61 16
12 62 17
12 66 7
12 71 12
12 74 1
12 79 3
12 80 2
12 81 23
12 83 12
12 84 10
12 85 13
12 86 22
12 87 11
12 91 19
12 92 25
12 94 20
12 100 4
13 15 3
13 16 2
13 21 4
13 22 6
13 23 23
13 26 10
13 27 5
13 28 15
13 36 10
13 37 11
13 48 12
13 51 11
13 52 4
13 56 18
13 57 3
13 68 15
13 73 19
13 75 18
13 77 4
13 82 5
13 84 12
13 87 14
13 99 22
14 23 14
14 25 2
14 27 14
14 34 1
14 35 14
14 36 20
14 39 6
14 45 9
14 46 24
14 47 12
14 48 22
14 49 24
14 50 2
14 57 22
14 64 11
14 67 12
14 69 18
14 72 11
14 74 22
14 75 22
14 79 23
14 80 10
14 86 20
14 87 27
14 95 9
14 96 13
15 23 1
15 29 28
15 33 25
15 37 1
15 43 20
15 44 14
15 59 21
15 67 8
15 78 9
15 79 15
15 82 21
15 87 26
15 93 12
15 96 20
16 20 21
16 21 8
16 26 17
16 29 7
16 31 18
16 34 16
16 37 17
16 45 1
16 48 19
16 52 28
16 54 23
16 55 26
16 65 8
16 68 24
16 71 22
16 75 28
16 76 27
16 77 2
16 81 22
16 82 23
16 85 9
16 89 8
16 95 27
16 100 28
17 23 4
17 24 28
17 27 7
17 29 17
17 31 23
17 36 27
17 39 3
17 43 4
17 48 8
17 52 9
17 53 26
17 55 5
17 56 22
17 57 14
17 59 2
17 62 12
17 64 2
17 70 16
17 72 14
17 75 7
17 82 17
17 83 3
17 84 20
17 87 10
17 97 24
17 99 22
17 100 24
18 19 23
18 30 14
18 33 6
18 35 11
18 51 13
18 53 24
18 54 18
18 57 12
18 60 22
18 65 4
18 67 11
18 71 11
18 75 12
18 76 11
18 80 23
18 81 9
18 82 19
18 86 2
18 87 26
18 90 21
18 91 19
18 92 26
18 95 19
18 99 28
19 23 28
19 24 2
19 27 16
19 28 17
19 31 19
19 35 14
19 37 17
19 40 27
19 42 18
19 44 8
19 45 4
19 47 24
19 48 9
19 57 8
19 62 8
19 71 21
19 73 26
19 74 23
19 78 21
19 83 23
19 86 6
19 87 3
19 88 3
20 21 13
20 27 28
20 33 24
20 35 1
20 39 18
20 41 11
20 43 4
20 49 18
20 55 10
20 56 9
20 57 24
20 61 6
20 62 18
20 65 21
20 73 5
20 74 18
20 77 2
20 78 16
20 81 10
20 83 28
20 84 9
20 87 13
20 95 27
21 32 3
21 33 19
21 35 2
21 36 19
21 37 20
21 41 2
21 42 25
21 44 24
21 45 19
21 50 10
21 55 4
21 56 6
21 63 10
21 64 15
21 72 23
21 73 1
21 75 23
21 77 1
21 82 12
21 88 17
21 90 3
21 94 13
21 97 20
22 24 28
22 27 23
22 28 27
22 29 1
22 31 25
22 35 27
22 36 11
22 47 3
22 49 22
22 55 5
22 64 28
22 66 6
22 67 2
22 68 4
22 82 18
22 88 8
22 93 13
22 95 4
22 96 6
23 27 8
23 28 7
23 30 19
23 36 15
23 37 3
23 40 21
23 43 18
23 45 22
23 54 27
23 58 3
23 61 28
23 63 8
23 66 3
23 68 16
23 70 14
23 75 21
23 82 2
23 84 20
23 85 11
23 92 1
23 93 7
24 25 6
24 33 24
24 35 17
24 36 23
24 41 19
24 42 8
24 45 24
24 55 5
24 59 16
24 64 5
24 77 7
24 87 26
24 90 24
24 95 23
24 98 27
24 99 6
25 30 7
25 33 25
25 36 24
25 41 25
25 46 2
