1620 131550
1 14 43
1 29 22
1 30 2
1 33 27
1 44 9
1 46 16
1 55 22
1 63 3
1 66 19
1 68 10
1 70 24
1 86 31
1 88 36
1 92 42
1 95 8
1 96 14
1 100 5
1 101 24
1 103 13
1 104 37
1 113 3
1 122 23
1 125 22
1 144 46
1 155 3
1 165 44
1 184 4
1 186 37
1 216 12
1 217 36
1 224 5
1 227 1
1 233 7
1 254 28
1 261 22
1 274 9
1 278 17
1 289 2
1 311 25
1 321 8
1 329 35
1 332 19
1 375 19
1 430 11
1 434 16
1 475 34
1 482 23
1 488 7
1 496 36
1 497 6
1 507 26
1 537 37
1 542 11
1 550 26
1 554 41
1 560 4
1 567 3
1 572 21
1 583 46
1 598 4
1 628 6
1 634 31
1 644 9
1 647 41
1 654 16
1 667 11
1 673 42
1 682 25
1 692 31
1 694 42
1 704 21
1 714 30
1 719 33
1 720 40
1 743 29
1 751 20
1 759 23
1 789 42
1 797 28
1 799 8
1 848 21
1 883 30
1 936 25
1 956 45
1 964 3
1 974 18
1 984 43
1 1009 12
1 1014 29
1 1043 6
1 1058 30
1 1060 20
1 1063 28
1 1106 24
1 1107 23
1 1109 43
1 1115 3
1 1123 18
1 1133 26
1 1138 41
1 1158 42
1 1178 44
1 1185 28
1 1219 40
1 1243 30
1 1244 27
1 1246 11
1 1253 23
1 1260 23
1 1271 29
1 1275 19
1 1276 8
1 1291 27
1 1304 17
1 1310 23
1 1324 22
1 1340 1
1 1360 9
1 1368 25
1 1386 38
1 1402 22
1 1413 14
1 1417 35
1 1433 13
1 1436 30
1 1440 25
1 1441 30
1 1442 34
1 1446 44
1 1447 33
1 1450 28
1 1471 33
1 1472 25
1 1487 13
1 1500 39
1 1501 10
1 1504 12
1 1505 3
1 1512 2
1 1523 40
1 1547 43
1 1563 6
1 1581 26
1 1583 4
1 1584 15
1 1590 24
1 1597 39
1 1601 24
1 1606 39
1 1612 19
2 3 17
2 7 43
2 11 23
2 17 31
2 24 36
2 35 38
2 37 39
2 40 20
2 64 33
2 67 10
2 80 34
2 94 30
2 112 35
2 128 2
2 146 7
2 150 19
2 151 27
2 154 44
2 156 38
2 160 13
2 189 15
2 246 16
2 277 20
2 279 11
2 296 41
2 312 36
2 323 32
2 326 36
2 335 25
2 337 34
2 343 14
2 347 9
2 365 37
2 389 12
2 392 20
2 399 12
2 418 38
2 424 39
2 425 21
2 442 35
2 478 17
2 491 35
2 505 39
2 535 8
2 537 35
2 579 22
2 588 39
2 590 44
2 592 43
2 593 17
2 601 3
2 630 32
2 643 36
2 662 23
2 668 5
2 669 24
2 693 42
2 695 39
2 709 30
2 716 27
2 721 33
2 725 15
2 749 29
2 750 23
2 779 14
2 783 5
2 785 40
2 786 39
2 796 21
2 798 43
2 808 37
2 812 10
2 844 36
2 850 10
2 855 30
2 861 23
2 880 8
2 889 41
2 891 24
2 911 3
2 917 35
2 922 24
2 924 9
2 930 45
2 932 41
2 936 42
2 941 30
2 965 19
2 966 17
2 974 13
2 992 25
2 1012 27
2 1016 27
2 1024 45
2 1040 9
2 1078 10
2 1083 24
2 1090 45
2 1094 46
2 1114 17
2 1115 45
2 1119 23
2 1122 42
2 1124 32
2 1133 17
2 1137 11
2 1145 7
2 1148 45
2 1150 2
2 1152 30
2 1171 21
2 1188 5
2 1193 41
2 1203 40
2 1207 30
2 1217 2
2 1230 35
2 1241 18
2 1265 4
2 1269 18
2 1272 15
2 1274 7
2 1289 26
2 1305 18
2 1306 4
2 1318 9
2 1320 40
2 1329 10
2 1335 20
2 1340 12
2 1359 46
2 1365 26
2 1375 20
2 1376 5
2 1386 3
2 1394 7
2 1398 23
2 1403 15
2 1406 6
2 1411 27
2 1415 40
2 1416 11
2 1419 34
2 1431 26
2 1433 39
2 1436 25
2 1442 20
2 1461 44
2 1482 30
2 1490 8
2 1520 25
2 1523 41
2 1543 38
2 1544 28
2 1550 31
2 1554 24
2 1577 32
2 1584 40
2 1592 17
2 1603 41
2 1611 17
2 1614 25
2 1618 19
3 10 6
3 15 23
3 26 38
3 37 9
3 59 45
3 61 13
3 73 8
3 94 43
3 96 27
3 97 20
3 106 30
3 116 39
3 121 8
3 143 18
3 156 29
3 166 36
3 171 33
3 180 21
3 191 18
3 203 1
3 212 18
3 215 35
3 216 38
3 219 4
3 228 32
3 241 8
3 244 7
3 252 20
3 256 7
