480 48363
1 2 11
1 5 3
1 7 22
1 9 22
1 13 26
1 14 3
1 15 18
1 17 23
1 18 8
1 19 19
1 27 22
1 29 21
1 30 9
1 31 8
1 33 1
1 36 11
1 38 18
1 44 18
1 46 21
1 55 5
1 56 23
1 59 22
1 60 7
1 63 12
1 64 19
1 65 5
1 66 11
1 68 10
1 69 5
1 70 14
1 71 27
1 74 20
1 76 2
1 78 19
1 86 18
1 88 9
1 89 23
1 91 28
1 92 4
1 94 23
1 95 24
1 96 26
1 97 12
1 100 21
1 101 25
1 102 28
1 103 17
1 104 19
1 105 18
1 106 4
1 109 25
1 113 25
1 115 4
1 119 9
1 122 25
1 124 19
1 125 8
1 127 21
1 128 25
1 129 11
1 130 25
1 131 13
1 133 26
1 135 16
1 140 23
1 141 12
1 144 13
1 145 3
1 146 2
1 147 14
1 151 6
1 152 10
1 155 2
1 156 25
1 157 22
1 159 11
1 160 8
1 161 22
1 163 11
1 165 25
1 166 28
1 167 9
1 168 14
1 169 12
1 172 25
1 173 24
1 174 8
1 178 13
1 181 24
1 182 1
1 184 7
1 186 10
1 189 21
1 191 20
1 200 6
1 205 8
1 206 14
1 207 27
1 209 27
1 214 4
1 216 14
1 217 25
1 218 19
1 222 1
1 224 6
1 226 13
1 227 7
1 233 4
1 244 11
1 245 13
1 246 28
1 249 25
1 250 2
1 254 16
1 255 22
1 260 16
1 261 20
1 264 11
1 271 18
1 274 19
1 275 7
1 276 5
1 277 22
1 278 18
1 279 25
1 281 17
1 282 27
1 285 15
1 289 26
1 294 17
1 296 18
1 299 2
1 302 20
1 303 17
1 307 21
1 311 19
1 313 26
1 316 7
1 320 18
1 321 13
1 322 12
1 326 4
1 329 23
1 331 12
1 332 12
1 336 10
1 341 6
1 342 20
1 343 11
1 348 6
1 349 20
1 351 3
1 355 16
1 359 10
1 362 23
1 370 23
1 371 11
1 374 15
1 375 27
1 377 9
1 378 12
1 379 16
1 380 7
1 381 19
1 382 4
1 383 18
1 385 6
1 390 26
1 392 18
1 393 10
1 394 26
1 395 12
1 398 13
1 399 13
1 404 1
1 407 2
1 411 28
1 412 2
1 413 19
1 414 16
1 417 24
